job_id,num_qubits,layers,rotations,entanglement,param_count,num_shots,depth,req_iterations,cpu_units,mem_bw,priority,arrival_time
119,13,6,"rz, ry",circular,182,4300,92,4,7,7,2,417.8841875547677
120,13,5,"rz, ry",circular,156,1300,77,5,4,7,2,418.63922220204677
121,11,8,ry,circular,99,1600,97,5,4,6,2,419.35082846820717
122,10,7,rz,circular,80,4200,78,3,7,8,2,419.51038790608476
123,12,7,rx,circular,96,4100,92,4,7,5,2,421.02244037918166
124,18,4,"rz, rx",circular,180,1700,82,4,7,8,2,429.47010162846414
125,10,6,"ry, rx, rz",circular,210,1900,81,2,7,5,2,431.07995888986596
126,12,6,"ry, rz",circular,168,2600,86,3,4,5,2,435.2078402802078
127,14,6,"ry, rx",circular,196,2600,98,5,3,5,2,438.0160258216654
128,10,8,"rx, ry",circular,180,3600,98,2,7,9,2,438.27847495763314
129,13,6,ry,circular,91,3300,85,4,3,7,2,438.3846237610009
130,13,5,"rz, rx, ry",circular,234,1200,83,5,7,7,2,439.38966356726263
131,10,6,"rx, ry",circular,140,3300,74,3,7,5,2,440.05498082115
132,14,5,"ry, rx",circular,168,4700,82,5,3,9,2,440.5974710258102
133,13,6,"ry, rx",circular,182,2000,92,3,4,6,2,441.65112542958525
134,10,7,rz,circular,80,3400,78,3,6,9,2,452.841977842726
135,16,5,"rx, ry",circular,192,4000,92,5,7,6,2,454.49246773537266
136,10,7,rz,circular,80,3400,78,3,4,7,2,455.2242421911492
137,10,4,"ry, rx, rz",circular,150,1100,55,3,7,6,2,455.52047577518096
138,13,6,"ry, rx",circular,182,1200,92,5,6,5,2,461.48307664090777
139,13,7,ry,circular,104,3700,99,2,3,5,2,464.63514307909287
140,11,4,"ry, rz, rx",circular,165,2000,59,2,6,6,2,464.9213661292576
141,10,8,rx,circular,90,3100,89,2,4,5,2,465.41498003131034
142,11,7,ry,circular,88,3600,85,5,3,9,2,472.77842948268915
143,13,5,rx,circular,78,1000,71,4,6,5,2,473.8587301553598
144,12,6,ry,circular,84,1600,79,3,7,8,2,477.9796874241107
145,13,6,rx,circular,91,3100,85,5,4,7,2,478.0624819543896
146,12,6,"rz, ry",circular,168,4100,86,3,6,8,2,482.0504143108525
147,15,6,ry,circular,105,4400,97,5,4,8,2,482.76632589096687
148,17,5,"ry, rx",circular,204,3600,97,2,7,9,2,485.6536586334503
149,13,5,ry,circular,78,1800,71,5,3,8,2,487.84364909449783
150,20,4,rx,circular,100,2400,85,4,5,8,2,491.19977951444645
151,12,6,rx,circular,84,2100,79,2,4,9,2,495.039168325123
152,12,6,"ry, rx, rz",circular,252,3300,93,2,6,8,2,495.8270856447607
153,13,3,ry,circular,52,3600,43,2,7,9,2,499.5361215490342
154,13,5,"ry, rz",circular,156,3900,77,2,6,8,2,504.51922020647964
155,12,5,"rz, rx",circular,144,4200,72,2,4,9,2,510.53033196098954
156,15,5,"ry, rx",circular,180,2600,87,3,6,8,2,517.5674031323446
157,13,5,rx,circular,78,3100,71,5,6,5,2,526.1474243756966
158,10,6,rz,circular,70,3000,67,3,6,7,2,528.0024138392624
159,11,6,"ry, rz, rx",circular,231,3000,87,4,7,8,2,532.8227916253393
160,12,3,rx,circular,48,2700,40,5,5,8,2,536.9896066940637
161,10,7,"rz, ry, rx",circular,240,2400,94,2,4,7,2,538.5396004835891
162,14,6,"rx, ry",circular,196,4400,98,5,4,5,2,543.1111254783658
163,12,6,rz,circular,84,4300,79,4,5,5,2,547.2063445684619
164,12,3,rz,circular,48,2700,40,5,4,6,2,548.1087821652337
165,15,3,"rx, ry, rz",circular,180,2200,57,2,4,5,2,549.4611923103931
166,12,5,rz,circular,72,2900,66,5,6,7,2,552.1515004382726
167,18,4,"rz, rx, ry",circular,270,3000,87,2,6,7,2,553.6548783172416
168,12,6,"ry, rx",circular,168,2400,86,3,3,7,2,564.8111725863541
169,12,5,"ry, rx",circular,144,4400,72,3,7,8,2,571.1223109763972
170,10,6,"ry, rx",circular,140,3400,74,5,6,7,2,575.7578119241863
171,10,3,"rx, ry, rz",circular,120,3600,42,3,5,7,2,575.8390759043301
172,11,7,ry,circular,88,4100,85,3,7,9,2,576.8492732915968
173,16,5,rx,circular,96,3800,86,3,5,5,2,580.4538443475
174,21,4,"ry, rx",circular,210,2700,94,3,7,9,2,581.9824118369385
175,15,5,"ry, rx",circular,180,3800,87,4,5,7,2,582.9344652623157
176,13,5,rz,circular,78,3200,71,4,6,5,2,583.1948870880435
177,11,5,"ry, rz, rx",circular,198,1300,73,4,5,6,2,584.9395811052915
178,10,7,"ry, rz",circular,160,1500,86,3,5,6,2,591.1541494043189
179,10,3,"rz, ry",circular,80,1900,38,5,3,5,2,593.6713909907954
180,11,5,ry,circular,66,1000,61,2,4,8,2,594.9558497513957
181,13,6,"ry, rz",circular,182,4100,92,2,5,6,2,596.8473965253735
182,13,5,"rz, ry, rx",circular,234,3600,83,2,3,8,2,596.9205259262278
183,10,6,"rx, rz",circular,140,4800,74,3,3,6,2,603.553703228747
184,16,5,"ry, rz",circular,192,4800,92,4,6,9,2,608.0782185063023
185,11,6,"rz, rx",circular,154,2200,80,5,4,9,2,612.1450486147521
186,11,7,rx,circular,88,1500,85,4,5,8,2,612.3308227784161
187,11,6,ry,circular,77,4200,73,3,3,7,2,617.0727046548801
188,12,5,"ry, rz, rx",circular,216,2500,78,5,5,5,2,617.7834911125778
189,10,7,rx,circular,80,1800,78,4,3,5,2,619.1913281101953
190,16,5,"ry, rx",circular,192,4400,92,2,6,8,2,621.3652345331254
191,10,6,"rx, rz, ry",circular,210,3800,81,5,5,9,2,638.0534914998258
192,14,4,"rx, ry, rz",circular,210,3400,71,2,5,5,2,640.2094356234818
193,13,6,"rz, rx",circular,182,5000,92,2,4,5,2,652.480595267035
194,14,5,"rx, ry, rz",circular,252,4000,88,5,6,8,2,658.8256460939155
195,12,6,rx,circular,84,4800,79,2,4,8,2,660.9131391731981
196,10,6,"ry, rx",circular,140,1900,74,4,3,6,2,669.0235886241991
197,13,7,rx,circular,104,3400,99,3,6,7,2,670.8687453621226
198,12,3,"ry, rx, rz",circular,144,3400,48,2,7,7,2,672.052219020565
199,11,7,ry,circular,88,4700,85,5,4,7,2,674.6480064821596
200,15,6,rz,circular,105,2000,97,5,3,8,2,680.9276089426434
201,17,3,"rz, rx",circular,136,1400,59,5,7,5,2,681.1011242970815
202,12,5,"rx, rz",circular,144,1900,72,3,4,7,2,685.6204709617214
203,15,6,rz,circular,105,2100,97,5,3,7,2,685.8987801138254
204,14,5,"rx, ry, rz",circular,252,2700,88,5,5,6,2,687.2891570732282
205,14,4,rx,circular,70,1400,61,4,5,8,2,687.3827405889867
206,15,5,rz,circular,90,1600,81,5,3,6,2,688.9366271302565
207,12,6,ry,circular,84,3900,79,3,3,5,2,697.260941790541
208,13,5,rx,circular,78,2400,71,4,6,5,2,700.4781679497689
209,10,7,"rx, rz, ry",circular,240,3700,94,2,7,6,2,707.1145431020235
210,12,6,"ry, rz",circular,168,3000,86,5,4,5,2,709.3599137919197
211,11,5,"rz, ry",circular,132,3400,67,2,5,5,2,713.2495752683325
212,14,3,"ry, rx, rz",circular,168,1700,54,3,3,5,2,713.5680368707772
213,10,5,"ry, rz",circular,120,3000,62,3,3,6,2,717.6110948385693
214,14,5,"rz, ry",circular,168,1600,82,5,4,6,2,722.7274202409882
215,16,5,"ry, rz",circular,192,4200,92,3,7,7,2,728.5594823819765
216,10,5,"rx, rz, ry",circular,180,1200,68,2,7,7,2,733.3401055638687
217,12,6,ry,circular,84,3700,79,2,6,6,2,736.2804878242144
218,10,8,rz,circular,90,2300,89,5,4,5,2,739.8579375213981
219,14,6,rx,circular,98,1400,91,4,5,8,2,740.4679815218971
220,25,3,"rx, ry",circular,200,1800,83,2,5,5,2,743.7638361253152
221,19,4,"rx, ry, rz",circular,285,2200,91,4,7,8,2,747.484575900136
222,20,4,"rz, ry",circular,200,3400,90,2,6,5,2,754.9087195361197
223,23,3,"rz, rx",circular,184,3500,77,2,4,7,2,756.8245996479491
224,15,5,"rz, rx",circular,180,3500,87,4,7,9,2,758.1241818659628
225,13,5,"rx, ry",circular,156,4600,77,5,7,9,2,762.2679659835688
226,11,5,"ry, rx",circular,132,3800,67,3,3,9,2,762.4980490502281
227,10,5,"rz, rx",circular,120,3600,62,4,3,6,2,763.1097016890766
228,14,6,rx,circular,98,4500,91,5,5,5,2,768.2269151538127
229,15,5,ry,circular,90,3700,81,2,5,8,2,785.058397085234
230,15,3,"ry, rx",circular,120,2700,53,4,4,7,2,787.3861704806382
231,14,4,"rx, rz",circular,140,1900,66,4,5,7,2,794.4685277498006
232,11,6,"ry, rx, rz",circular,231,3000,87,4,4,6,2,795.711390550942
233,13,6,"rx, rz",circular,182,1700,92,4,6,6,2,796.5493136392614
234,14,6,"rx, ry",circular,196,4200,98,4,7,7,2,804.3121440047568
235,17,5,"rx, rz",circular,204,4600,97,3,5,5,2,804.4087235886881
236,13,7,rx,circular,104,2700,99,5,5,5,2,808.6791676112299
237,10,8,"rx, rz",circular,180,1600,98,3,7,6,2,813.7136390853615
238,15,4,"rz, rx, ry",circular,225,3200,75,4,7,9,2,813.8270898003337
239,11,5,ry,circular,66,1800,61,2,5,9,2,834.789819692851
240,12,6,"rx, rz, ry",circular,252,4300,93,4,7,9,2,838.3266101316369
241,16,5,"ry, rz, rx",circular,288,3700,98,5,5,5,2,839.5251590054199
242,11,5,"rz, ry",circular,132,2000,67,2,7,5,2,839.5316436745578
243,10,6,ry,circular,70,1000,67,4,5,6,2,842.2141107252303
244,12,7,rz,circular,96,4200,92,2,6,9,2,848.5127034009702
245,10,7,"rz, ry, rx",circular,240,1100,94,5,6,7,2,850.440468510674
246,14,5,rx,circular,84,1200,76,3,5,8,2,858.7262090796878
247,14,5,"rx, rz",circular,168,1400,82,4,4,6,2,858.9565002455835
248,13,6,"rx, ry",circular,182,3400,92,5,7,9,2,860.3638326069978
249,13,7,ry,circular,104,3700,99,2,5,7,2,867.3292771289613
250,17,5,"ry, rz",circular,204,1300,97,4,6,5,2,879.2762131561502
251,11,5,"rx, ry, rz",circular,198,3100,73,2,6,7,2,886.2820490090777
252,18,4,"rz, ry",circular,180,4900,82,4,7,8,2,892.8896721717867
253,12,5,ry,circular,72,2800,66,4,3,6,2,892.9660429070802
254,11,7,rz,circular,88,2100,85,4,4,8,2,896.0517268990795
255,11,6,"ry, rx",circular,154,4300,80,5,7,9,2,896.0725818102424
256,10,7,rz,circular,80,1600,78,2,4,5,2,897.1101707878346
257,11,6,ry,circular,77,1100,73,4,3,5,2,903.2297357177882
258,13,5,"rx, rz",circular,156,2300,77,4,6,7,2,913.3208752603123
259,17,5,"ry, rz",circular,204,2300,97,4,3,5,2,914.7091159167619
260,10,5,ry,circular,60,3100,56,2,3,7,2,915.2907148414528
261,12,6,"rz, ry",circular,168,2600,86,4,6,8,2,916.7027445335563
262,15,6,rz,circular,105,3200,97,5,3,9,2,928.4421043581614
263,16,5,rz,circular,96,5000,86,4,3,9,2,929.3599944192032
264,19,4,ry,circular,95,4900,81,2,4,8,2,933.2128897719019
265,18,4,ry,circular,90,2500,77,3,5,8,2,936.239313909455
266,16,4,"rx, ry, rz",circular,240,3600,79,2,4,9,2,939.4678980283794
267,10,7,"rx, rz, ry",circular,240,2200,94,2,7,9,2,941.3841887954273
268,13,6,"ry, rx",circular,182,3800,92,4,4,7,2,959.977091283661
269,23,3,"ry, rz, rx",circular,276,1800,81,3,3,7,2,965.2790516391932
270,10,5,ry,circular,60,3200,56,4,3,8,2,973.1357055343876
271,10,6,"rz, rx, ry",circular,210,1900,81,2,7,7,2,973.9376764919152
272,13,5,"rx, rz",circular,156,3600,77,4,6,6,2,976.9510041042945
273,13,6,rx,circular,91,2500,85,2,5,6,2,979.8773417461738
274,16,5,ry,circular,96,1400,86,3,7,6,2,980.6145118584619
275,12,3,"rz, rx, ry",circular,144,1700,48,3,4,5,2,982.5752885204184
276,15,4,"rz, ry, rx",circular,225,1900,75,5,3,5,2,990.0391937602476
277,12,5,"rx, ry, rz",circular,216,3800,78,2,4,7,2,990.7078057941189
278,17,5,"rz, rx",circular,204,4200,97,2,7,5,2,992.0740194412475
279,10,5,"rz, ry",circular,120,1100,62,4,7,8,2,994.62676260099
280,13,6,"ry, rz, rx",circular,273,3100,99,5,4,7,2,1000.1354868507813
281,13,4,"rx, ry",circular,130,3900,62,5,7,5,2,1001.168105666745
282,14,5,"ry, rz, rx",circular,252,4800,88,3,5,6,2,1001.3683406956251
283,10,8,"rz, rx",circular,180,1900,98,2,5,7,2,1002.8086482424437
284,17,5,"ry, rx",circular,204,3600,97,4,5,7,2,1005.1437211606432
285,10,6,"rx, rz, ry",circular,210,1400,81,5,6,6,2,1020.136132875354
286,13,5,"rz, rx",circular,156,4800,77,2,7,8,2,1020.3824182036153
287,10,5,ry,circular,60,2900,56,2,7,8,2,1023.4208669795904
288,16,4,"rx, ry, rz",circular,240,2700,79,5,3,6,2,1025.6242849839296
289,15,5,rx,circular,90,4500,81,2,3,7,2,1027.1092755635182
290,13,4,rx,circular,65,5000,57,3,6,5,2,1031.7693595126727
291,12,6,rx,circular,84,3000,79,5,4,9,2,1037.2690255460066
292,18,3,"rz, rx",circular,144,2300,62,4,3,7,2,1042.2957083518488
293,12,7,rz,circular,96,3900,92,2,4,5,2,1045.1849339145733
294,17,4,ry,circular,85,1400,73,2,4,9,2,1046.517524726107
295,10,6,rx,circular,70,3600,67,4,6,6,2,1046.6086121702238
296,11,6,rx,circular,77,4800,73,5,3,5,2,1050.4886202731439
297,11,5,"ry, rz, rx",circular,198,3100,73,5,6,8,2,1051.6717651067156
298,13,5,"ry, rx",circular,156,4800,77,5,3,9,2,1052.00425609951
299,17,5,rz,circular,102,2800,91,5,7,7,2,1054.539222967902
300,14,6,rx,circular,98,3400,91,3,7,6,2,1055.7351557494499
301,13,5,rz,circular,78,4000,71,2,7,7,2,1061.2295770163128
302,11,5,ry,circular,66,2400,61,3,4,5,2,1063.2141764744065
303,23,3,rz,circular,92,1500,73,2,6,5,2,1066.038735939486
304,15,5,"rx, ry, rz",circular,270,3900,93,4,6,8,2,1066.7130011289482
305,16,5,rx,circular,96,2600,86,3,6,6,2,1068.2215874256963
306,10,5,"rx, rz",circular,120,1200,62,2,7,8,2,1068.4764316222402
307,11,7,"rz, rx",circular,176,1000,93,4,6,8,2,1069.1107568007078
308,15,6,ry,circular,105,4900,97,5,5,5,2,1069.1431516434814
309,14,6,rz,circular,98,4500,91,5,6,7,2,1072.2476745164
310,12,6,"rz, ry",circular,168,4900,86,4,6,7,2,1075.7397914916007
311,22,4,rx,circular,110,1400,93,5,5,6,2,1078.5887586920649
312,17,5,"rz, ry",circular,204,3500,97,3,3,9,2,1081.5998343307756
313,13,7,rz,circular,104,2800,99,2,4,6,2,1083.2485024546304
314,12,5,"rz, ry",circular,144,2000,72,5,5,5,2,1088.9411701022968
315,18,5,rx,circular,108,1500,96,2,6,8,2,1093.6866314163597
316,11,5,"ry, rz, rx",circular,198,2100,73,5,4,8,2,1095.70665671292
317,11,5,rx,circular,66,1600,61,5,4,8,2,1098.1689050480943
318,17,3,rx,circular,68,4200,55,4,6,9,2,1103.4030641633112
319,12,7,rx,circular,96,1000,92,4,6,9,2,1103.718880410571
320,10,8,rx,circular,90,2400,89,5,7,5,2,1107.4132488491384
321,10,6,rx,circular,70,3700,67,5,5,9,2,1108.144183526448
322,12,3,"rz, ry",circular,96,3300,44,5,4,6,2,1115.5924860740556
323,13,6,"ry, rx",circular,182,2500,92,4,4,7,2,1118.5265854236336
324,15,4,"rz, ry",circular,150,1400,70,2,4,8,2,1119.4916077186197
325,16,5,"rz, ry, rx",circular,288,1800,98,2,4,7,2,1120.689950751644
326,10,7,"rx, ry, rz",circular,240,1700,94,3,3,7,2,1121.0717806522734
327,15,5,"ry, rz, rx",circular,270,4700,93,3,7,6,2,1125.9481591784267
328,12,6,"ry, rx, rz",circular,252,4400,93,2,4,6,2,1130.5261360619693
329,11,7,"rx, ry",circular,176,2700,93,2,6,7,2,1132.2327969423725
330,12,6,ry,circular,84,1300,79,3,4,9,2,1138.2733269975836
331,24,3,rz,circular,96,2500,76,5,5,9,2,1138.9930039591952
332,18,5,ry,circular,108,4700,96,3,3,8,2,1141.4499339460401
333,16,5,"rx, rz",circular,192,4300,92,3,3,7,2,1142.7766555686387
334,10,6,"ry, rx, rz",circular,210,4600,81,2,6,7,2,1146.4688300394027
335,22,4,"ry, rz",circular,220,1600,98,3,5,5,2,1147.9605086507866
336,12,5,"ry, rz",circular,144,2800,72,2,5,6,2,1152.7753732471301
337,22,4,ry,circular,110,1400,93,4,6,6,2,1153.2055705762186
338,10,6,"ry, rz, rx",circular,210,4600,81,2,3,7,2,1154.6748371424637
339,15,5,ry,circular,90,3600,81,2,3,8,2,1158.8493958760305
340,10,5,ry,circular,60,1700,56,3,4,9,2,1170.7834837175199
341,10,6,ry,circular,70,1600,67,2,7,9,2,1171.1247939210796
342,12,6,ry,circular,84,2800,79,4,3,6,2,1172.164772038969
343,10,5,"ry, rx, rz",circular,180,4000,68,2,5,6,2,1179.16641697784
344,17,5,"ry, rz",circular,204,1500,97,5,5,7,2,1182.063145861468
345,14,5,"rz, rx, ry",circular,252,4300,88,2,4,7,2,1184.3477305185663
346,16,3,"rx, ry, rz",circular,192,4700,60,5,6,7,2,1188.5125334315535
347,14,6,rz,circular,98,2300,91,2,6,8,2,1190.1866392941358
348,10,6,"rx, rz",circular,140,2500,74,2,6,9,2,1190.88053570885
349,12,4,"rx, ry",circular,120,2200,58,2,6,7,2,1191.526318530346
350,16,5,"rz, rx, ry",circular,288,3400,98,2,4,6,2,1200.647460798608
351,10,7,"rx, rz, ry",circular,240,3000,94,4,4,6,2,1202.0817370371967
352,10,8,"rx, ry",circular,180,1800,98,5,6,7,2,1203.4487244373206
353,11,7,"rx, rz",circular,176,4800,93,5,3,6,2,1206.5891335399228
354,12,7,rx,circular,96,4500,92,4,3,8,2,1215.1466873792735
355,11,7,"rz, ry",circular,176,4100,93,5,7,7,2,1219.8478456560827
356,11,7,rz,circular,88,3600,85,3,6,7,2,1222.6428363065615
357,14,6,ry,circular,98,4200,91,3,4,8,2,1225.2413627438834
358,16,5,"rx, ry",circular,192,4400,92,5,4,6,2,1228.5868913514787
359,11,6,"ry, rx, rz",circular,231,3700,87,3,3,5,2,1229.8082509095145
360,12,6,"rz, rx",circular,168,1000,86,3,3,6,2,1234.8373565343522
361,14,5,"rz, ry",circular,168,4700,82,4,4,8,2,1235.3860265185947
362,13,5,rz,circular,78,2200,71,3,5,7,2,1236.5588254443308
363,17,4,rz,circular,85,3800,73,2,5,7,2,1239.6700289926
