job_id,num_qubits,depth,priority,arrival_time,num_shots,req_iterations,cpu_units,mem_bw
168,20,20,2,164.6976,6000,6,10,20
169,13,16,2,164.9837,3000,8,9,18
170,18,12,2,165.4323,3000,7,10,20
171,12,20,2,165.731,7000,5,8,17
172,20,15,2,167.1095,5000,3,10,20
173,10,11,2,169.9919,9000,4,7,14
174,17,10,2,170.3053,6000,7,10,20
175,13,11,2,170.5872,6000,3,9,18
176,15,17,2,170.9482,6000,4,10,20
177,20,10,2,173.1902,3000,9,10,20
178,19,12,2,175.8224,7000,6,10,20
179,11,12,2,176.3515,2000,3,8,15
180,12,15,2,176.4662,8000,3,8,17
181,18,19,2,177.0124,6000,4,10,20
182,18,14,2,177.942,9000,6,10,20
183,15,10,2,178.0976,3000,6,10,20
184,20,19,2,178.7249,6000,3,10,20
185,18,10,2,181.0538,7000,3,10,20
186,20,19,2,181.2913,3000,4,10,20
187,13,14,2,184.7268,2000,6,9,18
188,16,13,2,189.3949,8000,3,10,20
189,14,20,2,190.7263,9000,8,9,19
190,19,17,2,192.0783,8000,3,10,20
191,16,11,2,194.2814,5000,7,10,20
192,16,10,2,194.9993,6000,7,10,20
193,12,12,2,195.8455,5000,3,8,17
194,10,11,2,196.9812,4000,3,7,14
195,15,11,2,197.5729,5000,9,10,20
196,12,17,2,198.851,2000,9,8,17
197,13,10,2,200.0276,7000,7,9,18
198,20,15,2,200.2331,4000,3,10,20
199,11,16,2,200.6642,6000,9,8,15
200,10,17,2,200.83,6000,4,7,14
201,18,17,2,204.2285,6000,3,10,20
202,18,19,2,204.4599,7000,5,10,20
203,12,19,2,205.6455,7000,9,8,17
204,19,16,2,206.1519,8000,3,10,20
205,13,15,2,207.6237,9000,7,9,18
206,15,19,2,208.3015,8000,9,10,20
207,17,14,2,208.4183,4000,6,10,20
208,10,13,2,209.0814,7000,8,7,14
209,10,17,2,210.7337,9000,9,7,14
210,16,19,2,211.3865,5000,5,10,20
211,12,10,2,212.4262,9000,7,8,17
212,11,12,2,213.8291,7000,5,8,15
213,14,17,2,214.0341,7000,3,9,19
214,19,20,2,219.9257,3000,7,10,20
215,17,12,2,220.0812,7000,8,10,20
216,20,11,2,220.3487,6000,7,10,20
217,20,17,2,221.5431,6000,5,10,20
218,19,16,2,222.5112,6000,9,10,20
219,17,17,2,223.7907,3000,4,10,20
220,19,18,2,224.6419,7000,3,10,20
221,13,15,2,225.3138,3000,3,9,18
222,16,11,2,228.1497,5000,7,10,20
223,17,17,2,228.2396,9000,3,10,20
224,11,10,2,229.8123,4000,9,8,15
225,20,17,2,229.8814,4000,8,10,20
226,20,15,2,230.7563,2000,9,10,20
227,20,15,2,232.1961,7000,5,10,20
228,16,13,2,232.6496,9000,4,10,20
229,15,12,2,235.9627,4000,7,10,20
230,16,12,2,238.0296,3000,6,10,20
231,10,13,2,240.3756,8000,4,7,14
232,13,15,2,242.0714,4000,6,9,18
233,10,15,2,243.0165,5000,3,7,14
234,12,14,2,244.236,8000,8,8,17
235,13,11,2,244.871,7000,3,9,18
236,11,17,2,245.4085,2000,7,8,15
237,17,15,2,245.5255,2000,5,10,20
238,12,14,2,247.4563,8000,5,8,17
239,19,20,2,247.796,2000,4,10,20
240,18,18,2,248.1106,8000,8,10,20
241,15,10,2,249.7318,4000,3,10,20
242,11,19,2,250.5778,9000,7,8,15
243,13,20,2,251.2215,6000,3,9,18
244,20,17,2,252.6061,9000,3,10,20
245,18,14,2,253.1687,5000,6,10,20
246,13,10,2,254.0789,8000,3,9,18
247,20,13,2,258.3609,6000,8,10,20
248,14,12,2,260.8241,4000,9,9,19
249,17,14,2,261.7933,9000,5,10,20
250,18,18,2,263.3315,6000,4,10,20
251,13,20,2,267.7944,4000,6,9,18
252,18,10,2,269.3115,5000,3,10,20
253,17,10,2,269.482,7000,4,10,20
254,12,18,2,269.96,7000,4,8,17
255,17,20,2,272.393,9000,8,10,20
256,17,13,2,273.6336,6000,3,10,20
257,18,17,2,274.529,4000,9,10,20
258,14,19,2,274.6157,4000,9,9,19
259,20,13,2,274.8124,5000,8,10,20
260,20,17,2,275.2673,5000,8,10,20
261,15,16,2,276.0104,4000,3,10,20
262,12,14,2,277.114,7000,8,8,17
263,16,15,2,281.5158,7000,3,10,20
264,11,12,2,281.6421,8000,8,8,15
265,15,14,2,283.558,6000,8,10,20
266,18,12,2,284.2506,7000,8,10,20
267,15,11,2,284.5414,5000,4,10,20
268,17,20,2,286.0331,2000,5,10,20
269,18,11,2,286.0354,8000,6,10,20
270,19,10,2,286.3429,5000,3,10,20
271,15,17,2,287.9615,3000,9,10,20
272,11,17,2,287.9803,2000,6,8,15
273,10,13,2,288.5943,8000,8,7,14
274,15,16,2,292.3069,3000,9,10,20
275,20,13,2,293.4252,3000,8,10,20
276,14,12,2,294.2383,4000,9,9,19
277,20,17,2,294.9258,5000,3,10,20
278,10,12,2,295.5676,3000,9,7,14
279,15,10,2,296.756,7000,6,10,20
280,13,16,2,297.8337,7000,9,9,18
281,18,18,2,300.6458,5000,4,10,20
282,16,20,2,302.7519,5000,6,10,20
283,17,14,2,304.092,6000,6,10,20
284,18,11,2,305.0688,9000,3,10,20
285,13,12,2,306.5821,6000,9,9,18
286,18,11,2,306.6058,9000,7,10,20
287,17,15,2,306.7409,3000,8,10,20
288,16,19,2,308.417,6000,7,10,20
289,12,15,2,309.4526,2000,4,8,17
290,19,12,2,309.4951,4000,9,10,20
291,16,19,2,309.712,9000,8,10,20
292,13,16,2,310.8756,9000,6,9,18
293,10,11,2,311.0245,2000,4,7,14
294,18,10,2,311.3517,3000,5,10,20
295,20,19,2,314.0872,6000,9,10,20
296,14,18,2,317.4628,5000,5,9,19
297,11,16,2,317.7094,3000,5,8,15
298,10,15,2,318.7725,6000,9,7,14
299,16,17,2,319.9873,9000,5,10,20
300,12,18,2,322.9719,2000,3,8,17
301,18,17,2,324.1619,4000,3,10,20
302,18,10,2,324.2145,3000,9,10,20
303,14,18,2,324.9653,3000,8,9,19
304,14,19,2,325.71,9000,8,9,19
305,17,14,2,326.1643,2000,9,10,20
306,15,20,2,326.7386,5000,6,10,20
307,14,13,2,326.857,9000,4,9,19
308,13,15,2,328.1696,8000,6,9,18
309,16,12,2,328.2092,2000,7,10,20
310,17,19,2,329.5283,2000,3,10,20
311,10,18,2,329.804,6000,9,7,14
312,13,19,2,330.4508,5000,8,9,18
313,15,20,2,334.0076,5000,4,10,20
314,13,13,2,335.2378,7000,5,9,18
315,18,16,2,338.7038,5000,9,10,20
316,17,20,2,338.8501,7000,8,10,20
317,17,19,2,340.6415,9000,9,10,20
318,12,19,2,341.4683,4000,5,8,17
319,14,12,2,341.4917,5000,8,9,19
320,19,20,2,342.4587,9000,8,10,20
321,11,17,2,342.6604,2000,3,8,15
322,15,19,2,344.1244,9000,8,10,20
323,18,18,2,344.4291,8000,6,10,20
324,17,10,2,344.6752,3000,8,10,20
325,12,14,2,345.9361,3000,5,8,17
326,20,20,2,346.0503,4000,5,10,20
327,15,16,2,346.448,9000,3,10,20
328,12,18,2,346.7627,5000,7,8,17
329,11,20,2,347.532,8000,5,8,15
330,17,15,2,347.7914,5000,4,10,20
331,16,20,2,350.2215,6000,8,10,20
332,11,12,2,350.7542,6000,4,8,15
333,13,17,2,352.2589,5000,8,9,18
334,10,11,2,352.8241,3000,7,7,14
335,18,18,2,353.8223,4000,5,10,20
336,15,13,2,354.4358,3000,3,10,20
337,16,19,2,355.563,5000,6,10,20
338,18,16,2,356.3904,5000,5,10,20
339,11,12,2,357.8946,3000,6,8,15
340,14,15,2,359.1603,5000,7,9,19
341,12,13,2,360.6475,7000,6,8,17
342,16,12,2,361.4389,4000,8,10,20
343,16,15,2,363.3231,4000,9,10,20
344,19,14,2,364.1237,9000,9,10,20
345,13,11,2,364.3552,9000,5,9,18
346,11,18,2,364.508,6000,4,8,15
347,13,17,2,364.9778,3000,5,9,18
348,18,14,2,366.7247,5000,9,10,20
349,13,18,2,369.9784,4000,3,9,18
350,17,20,2,369.9864,8000,9,10,20
351,19,15,2,372.8932,7000,6,10,20
352,17,12,2,376.5058,4000,4,10,20
353,15,13,2,376.9182,3000,7,10,20
354,11,12,2,378.9162,6000,5,8,15
355,13,18,2,380.0655,9000,8,9,18
356,12,10,2,382.0882,7000,4,8,17
357,13,17,2,382.1306,9000,4,9,18
358,14,11,2,382.2018,9000,6,9,19
359,18,19,2,382.4235,6000,4,10,20
360,12,12,2,384.1212,2000,7,8,17
361,11,14,2,384.7879,2000,3,8,15
362,18,11,2,386.4875,3000,6,10,20
363,12,10,2,387.4357,5000,8,8,17
364,14,11,2,388.0038,9000,8,9,19
365,16,14,2,389.1219,3000,6,10,20
366,10,13,2,389.6006,3000,5,7,14
367,16,11,2,389.9986,6000,7,10,20
368,12,11,2,390.7311,5000,7,8,17
369,12,16,2,391.1708,2000,7,8,17
370,11,15,2,391.4066,7000,8,8,15
371,11,10,2,393.5488,2000,6,8,15
372,13,14,2,394.9586,4000,7,9,18
373,16,20,2,396.3242,5000,6,10,20
374,18,20,2,397.066,5000,9,10,20
375,16,14,2,399.3762,5000,3,10,20
376,19,14,2,402.5367,3000,8,10,20
377,13,16,2,403.4985,2000,3,9,18
378,15,19,2,403.9503,9000,3,10,20
379,17,10,2,404.2847,5000,7,10,20
380,12,16,2,405.4016,9000,7,8,17
381,16,19,2,405.7979,9000,4,10,20
382,12,10,2,406.3362,6000,4,8,17
383,11,20,2,408.5406,3000,6,8,15
384,10,13,2,410.3523,4000,4,7,14
385,20,11,2,410.4449,4000,3,10,20
386,14,10,2,410.902,8000,8,9,19
387,18,10,2,411.5518,4000,6,10,20
388,20,18,2,413.0093,8000,8,10,20
389,13,11,2,414.2204,9000,7,9,18
390,12,19,2,415.1801,7000,5,8,17
391,14,15,2,415.1919,6000,4,9,19
392,15,12,2,418.1018,2000,4,10,20
393,16,16,2,419.3089,2000,6,10,20
394,18,15,2,420.0572,5000,5,10,20
395,20,18,2,422.3179,7000,8,10,20
396,17,15,2,423.8455,4000,9,10,20
397,15,10,2,424.0836,6000,8,10,20
398,20,12,2,424.2125,3000,8,10,20
399,20,11,2,428.505,6000,8,10,20
400,17,14,2,430.2987,6000,9,10,20
401,19,11,2,430.3797,2000,6,10,20
402,20,17,2,431.6018,3000,8,10,20
403,11,16,2,431.7715,9000,8,8,15
404,13,10,2,432.0077,9000,3,9,18
405,18,12,2,433.5212,8000,5,10,20
406,18,18,2,434.6793,2000,3,10,20
407,11,17,2,434.9709,6000,7,8,15
408,15,15,2,435.4356,5000,8,10,20
409,10,12,2,436.2011,7000,5,7,14
410,18,14,2,436.7245,4000,3,10,20
411,17,13,2,436.7746,4000,3,10,20
412,20,13,2,437.6188,7000,5,10,20
413,10,10,2,440.0376,4000,6,7,14
414,19,11,2,440.1678,7000,3,10,20
415,14,11,2,442.1284,2000,8,9,19
416,18,13,2,442.7609,7000,8,10,20
417,10,11,2,445.4434,7000,3,7,14
418,14,17,2,445.5998,2000,8,9,19
419,12,12,2,445.6976,9000,6,8,17
420,12,18,2,445.8091,7000,8,8,17
421,11,13,2,446.1148,6000,4,8,15
422,16,15,2,448.5027,6000,4,10,20
423,13,14,2,448.6621,8000,4,9,18
424,10,11,2,448.7462,6000,9,7,14
425,18,18,2,449.2663,2000,6,10,20
426,20,13,2,449.824,7000,9,10,20
427,20,20,2,450.9571,7000,3,10,20
428,13,16,2,452.9617,2000,6,9,18
429,11,12,2,453.5828,5000,5,8,15
430,16,12,2,454.3871,3000,3,10,20
431,14,20,2,454.4434,9000,7,9,19
432,13,10,2,455.4969,3000,9,9,18
433,18,11,2,455.7707,8000,5,10,20
434,12,17,2,456.3564,5000,9,8,17
435,16,11,2,458.5908,3000,4,10,20
436,14,13,2,459.5204,9000,6,9,19
437,10,16,2,460.0192,9000,6,7,14
438,11,20,2,461.9854,8000,6,8,15
439,10,15,2,462.2706,8000,9,7,14
440,12,17,2,462.9175,9000,5,8,17
441,18,17,2,463.5186,2000,6,10,20
442,17,11,2,464.2183,7000,5,10,20
443,12,20,2,465.3063,3000,7,8,17
444,19,14,2,465.6982,8000,5,10,20
445,10,11,2,467.0992,8000,8,7,14
446,12,18,2,467.4083,2000,9,8,17
447,18,20,2,470.1292,7000,7,10,20
448,19,19,2,473.9091,3000,3,10,20
449,18,11,2,476.5151,8000,7,10,20
450,20,17,2,476.7642,7000,9,10,20
451,20,13,2,477.3275,3000,6,10,20
452,14,19,2,477.4889,8000,3,9,19
453,15,17,2,478.4657,6000,7,10,20
454,10,12,2,479.5664,8000,5,7,14
455,14,20,2,480.6648,5000,9,9,19
456,15,19,2,482.4566,8000,7,10,20
457,20,13,2,482.6076,6000,3,10,20
458,17,14,2,482.631,5000,9,10,20
459,15,20,2,483.9045,9000,4,10,20
460,15,10,2,485.2583,7000,4,10,20
461,17,20,2,487.2445,9000,5,10,20
462,10,11,2,488.8689,2000,5,7,14
463,16,11,2,489.8697,2000,7,10,20
464,19,11,2,490.4315,2000,5,10,20
465,10,10,2,491.8098,3000,9,7,14
466,18,17,2,495.423,3000,5,10,20
467,20,15,2,496.6793,3000,4,10,20
468,12,15,2,498.3917,8000,6,8,17
469,11,19,2,499.0612,5000,9,8,15
470,15,17,2,499.3789,8000,5,10,20
471,11,13,2,501.5135,5000,9,8,15
472,12,18,2,502.324,6000,5,8,17
473,14,19,2,503.3852,9000,6,9,19
474,16,14,2,505.6502,7000,6,10,20
475,20,12,2,507.5624,3000,7,10,20
476,18,19,2,509.6095,2000,7,10,20
477,19,19,2,510.731,6000,9,10,20
478,17,10,2,512.0962,8000,6,10,20
479,10,17,2,513.7464,3000,4,7,14
480,13,14,2,513.9175,4000,8,9,18
481,14,18,2,514.0393,6000,7,9,19
482,17,19,2,515.6532,4000,8,10,20
483,18,14,2,515.8819,3000,7,10,20
484,14,20,2,516.5747,4000,9,9,19
485,11,15,2,519.9721,4000,4,8,15
486,10,17,2,520.4194,3000,9,7,14
487,18,10,2,520.7723,8000,7,10,20
488,17,16,2,523.5086,8000,8,10,20
489,15,12,2,525.2455,4000,3,10,20
490,15,19,2,525.7124,3000,5,10,20
491,14,14,2,528.1929,7000,8,9,19
492,18,14,2,529.155,7000,8,10,20
493,12,15,2,529.5468,3000,4,8,17
494,20,19,2,529.9206,8000,6,10,20
495,16,10,2,529.9996,5000,3,10,20
496,14,17,2,532.8073,3000,6,9,19
497,17,11,2,533.3542,7000,9,10,20
498,17,16,2,533.9547,9000,3,10,20
499,17,13,2,534.2507,8000,3,10,20
500,18,19,2,535.1708,5000,4,10,20
501,19,12,2,536.9181,6000,7,10,20
502,16,18,2,537.6331,7000,7,10,20
503,12,15,2,538.5108,7000,4,8,17
504,11,20,2,538.6842,3000,8,8,15
505,13,11,2,538.761,4000,9,9,18
506,13,12,2,538.9686,7000,8,9,18
507,20,11,2,540.4058,5000,6,10,20
508,15,16,2,540.6569,6000,9,10,20
509,12,11,2,540.722,4000,7,8,17
510,18,10,2,540.8913,4000,4,10,20
511,17,19,2,541.1139,3000,3,10,20
512,17,15,2,542.5018,3000,8,10,20
513,12,10,2,542.8513,5000,9,8,17
514,12,17,2,543.2792,5000,9,8,17
515,10,10,2,543.7103,2000,7,7,14
516,18,18,2,544.5791,2000,3,10,20
517,17,17,2,544.7903,4000,9,10,20
518,11,18,2,546.9973,3000,9,8,15
519,16,11,2,548.6329,8000,8,10,20
520,20,17,2,549.4147,4000,6,10,20
521,13,12,2,550.2259,8000,8,9,18
522,13,11,2,550.3052,5000,7,9,18
523,12,17,2,550.6492,8000,6,8,17
524,12,14,2,551.2115,3000,7,8,17
525,20,15,2,552.5558,6000,6,10,20
526,17,19,2,552.7697,9000,8,10,20
527,18,15,2,553.8411,3000,9,10,20
528,18,12,2,553.9424,5000,8,10,20
529,20,17,2,554.2541,3000,3,10,20
530,19,14,2,555.5063,8000,4,10,20
531,17,13,2,555.696,9000,4,10,20
532,13,19,2,556.2617,4000,5,9,18
533,18,17,2,556.6847,7000,7,10,20
534,10,14,2,558.5556,9000,7,7,14
535,16,19,2,559.1095,5000,9,10,20
536,17,20,2,559.3258,3000,4,10,20
537,13,12,2,560.3217,6000,7,9,18
538,17,11,2,560.4445,9000,8,10,20
539,20,20,2,563.5123,5000,9,10,20
540,20,11,2,564.8818,6000,9,10,20
541,20,19,2,565.6817,7000,8,10,20
542,10,20,2,565.8166,5000,5,7,14
543,14,12,2,568.1514,8000,3,9,19
544,11,20,2,569.0384,2000,4,8,15
545,20,14,2,570.1255,9000,6,10,20
546,17,11,2,572.899,8000,6,10,20
547,16,17,2,572.9663,9000,8,10,20
548,11,10,2,573.3677,7000,7,8,15
549,15,17,2,574.461,8000,6,10,20
550,10,10,2,575.2879,5000,8,7,14
551,18,15,2,576.3681,2000,7,10,20
552,20,20,2,576.5263,3000,3,10,20
553,15,20,2,577.0628,8000,6,10,20
554,16,13,2,578.1121,2000,5,10,20
555,11,13,2,579.3523,4000,8,8,15
556,12,11,2,580.2099,3000,4,8,17
557,13,13,2,580.2906,3000,6,9,18
558,14,10,2,581.5442,8000,7,9,19
559,10,13,2,583.1557,3000,9,7,14
560,14,11,2,584.0651,4000,9,9,19
561,12,20,2,584.2195,2000,8,8,17
562,16,14,2,584.378,8000,8,10,20
563,16,13,2,585.5616,8000,3,10,20
564,13,16,2,585.7501,2000,6,9,18
565,13,15,2,587.1265,5000,6,9,18
566,14,18,2,587.2938,5000,5,9,19
567,12,16,2,588.1,2000,4,8,17
568,14,10,2,588.2901,5000,3,9,19
569,10,18,2,589.6087,5000,6,7,14
570,17,16,2,590.125,7000,7,10,20
571,11,10,2,591.167,8000,8,8,15
572,10,17,2,593.6808,2000,6,7,14
573,19,16,2,594.6459,9000,8,10,20
574,20,20,2,594.6976,8000,3,10,20
575,18,17,2,594.9265,6000,6,10,20
576,15,16,2,595.6015,7000,9,10,20
577,19,19,2,596.0321,6000,5,10,20
578,19,13,2,597.4027,7000,8,10,20
579,17,13,2,597.6344,5000,7,10,20
580,12,15,2,599.7899,2000,4,8,17
581,15,15,2,600.9857,4000,8,10,20
582,14,12,2,601.1246,4000,8,9,19
583,18,17,2,602.7471,6000,5,10,20
584,19,15,2,603.0481,9000,6,10,20
585,15,11,2,603.5427,2000,9,10,20
586,15,15,2,604.2071,7000,6,10,20
587,16,17,2,604.8841,6000,9,10,20
588,16,16,2,605.7337,6000,7,10,20
589,20,11,2,609.4665,3000,6,10,20
590,18,16,2,610.2369,2000,5,10,20
591,15,13,2,610.8449,2000,9,10,20
592,20,20,2,614.1862,6000,8,10,20
593,20,12,2,615.2267,2000,4,10,20
594,18,16,2,615.3343,6000,6,10,20
595,13,14,2,615.8557,5000,8,9,18
596,20,12,2,615.964,4000,6,10,20
597,17,16,2,616.9922,9000,7,10,20
598,10,20,2,617.5137,4000,8,7,14
599,14,14,2,621.2279,7000,4,9,19
600,17,16,2,623.6269,6000,6,10,20
601,20,11,2,623.7694,8000,8,10,20
602,12,20,2,624.2333,9000,5,8,17
603,12,16,2,624.9372,7000,3,8,17
604,16,20,2,626.6287,3000,7,10,20
605,17,15,2,629.469,3000,8,10,20
606,18,16,2,632.947,6000,5,10,20
607,20,15,2,633.2321,9000,6,10,20
608,11,14,2,633.5687,3000,9,8,15
609,16,10,2,633.5947,3000,7,10,20
610,13,15,2,633.6332,6000,4,9,18
611,15,13,2,634.0184,9000,3,10,20
612,10,10,2,635.3771,9000,7,7,14
613,13,17,2,636.299,3000,9,9,18
614,17,17,2,637.2512,7000,3,10,20
615,12,16,2,641.2915,4000,6,8,17
616,13,11,2,642.51,8000,9,9,18
617,11,20,2,644.6855,4000,6,8,15
618,18,13,2,646.8356,3000,6,10,20
619,16,13,2,647.431,3000,8,10,20
620,13,18,2,648.5118,4000,8,9,18
621,11,18,2,648.9884,9000,7,8,15
622,17,18,2,649.3742,2000,3,10,20
623,11,13,2,652.227,4000,8,8,15
624,11,13,2,652.2334,5000,6,8,15
625,10,17,2,653.5955,5000,7,7,14
626,10,11,2,653.6274,4000,7,7,14
627,15,11,2,653.7532,7000,9,10,20
628,18,16,2,656.5502,4000,4,10,20
629,15,20,2,657.5051,5000,8,10,20
630,19,15,2,659.336,3000,9,10,20
631,10,11,2,660.435,8000,4,7,14
632,18,14,2,665.246,4000,3,10,20
633,10,15,2,665.2985,5000,4,7,14
634,10,16,2,667.5024,2000,9,7,14
