job_id,num_qubits,depth,priority,arrival_time,num_shots,req_iterations,cpu_units,mem_bw
68,18,16,2,41.9089,4400,21,10,20
69,18,14,2,42.2614,4100,21,10,20
70,15,15,2,43.4553,1800,21,10,20
71,7,5,2,43.8424,1400,21,6,11
72,7,12,2,43.8431,4900,21,6,11
73,6,6,2,43.8547,1000,21,5,10
74,7,16,2,44.5821,4500,21,6,11
75,18,11,2,45.5266,2300,21,10,20
76,6,20,2,45.6347,2200,21,5,10
77,10,17,2,46.4575,4800,21,7,14
78,12,20,2,46.6465,3400,21,8,17
79,3,16,2,47.4721,2200,21,4,6
80,17,6,2,47.5541,3100,21,10,20
81,7,9,2,48.0038,3500,21,6,11
82,4,14,2,48.0138,2800,21,4,8
83,10,13,2,48.2572,1900,21,7,14
84,16,6,2,49.1624,1600,21,10,20
85,14,8,2,49.6608,4300,21,9,19
86,19,16,2,50.2278,1300,21,10,20
87,10,14,2,50.7494,1400,21,7,14
88,10,15,2,51.3633,4400,21,7,14
89,13,20,2,51.9257,1700,21,9,18
90,13,9,2,53.3079,4500,21,9,18
91,12,17,2,53.4712,2400,21,8,17
92,12,10,2,53.9511,4400,21,8,17
93,6,13,2,54.3268,1600,21,5,10
94,3,13,2,55.4973,2900,21,4,6
95,12,15,2,55.5676,4700,21,8,17
96,16,6,2,55.8123,3100,21,10,20
97,20,5,2,56.2061,1200,21,10,20
98,20,13,2,56.743,1800,21,10,20
99,19,10,2,57.0832,4400,21,10,20
100,12,12,2,58.118,1800,21,8,17
101,10,15,2,59.1701,3400,21,7,14
102,6,11,2,59.6111,1500,21,5,10
103,18,9,2,59.8886,3200,21,10,20
104,11,19,2,59.9609,2800,21,8,15
105,3,11,2,60.5504,4900,21,4,6
106,6,17,2,60.5512,1100,21,5,10
107,18,6,2,62.8876,3100,21,10,20
108,19,17,2,63.9538,1800,21,10,20
109,15,11,2,64.6024,2000,21,10,20
110,5,11,2,64.7199,1700,21,5,9
111,10,14,2,65.01,2800,21,7,14
112,11,8,2,65.4244,2000,21,8,15
113,19,5,2,66.3327,1000,21,10,20
114,14,12,2,66.4695,3300,21,9,19
115,13,20,2,66.8598,1800,21,9,18
116,17,15,2,67.6227,3700,21,10,20
117,3,7,2,68.2386,2500,21,4,6
118,15,7,2,69.3271,3900,21,10,20
119,5,8,2,70.6612,1500,21,5,9
120,11,15,2,71.2385,2900,21,8,15
121,13,13,2,71.4893,3300,21,9,18
122,14,7,2,72.752,3400,21,9,19
123,20,9,2,73.5623,2100,21,10,20
124,15,8,2,75.3564,2700,21,10,20
125,18,12,2,75.4666,2600,21,10,20
126,18,5,2,76.2588,3400,21,10,20
127,3,14,2,78.084,2300,21,4,6
128,12,5,2,79.443,3900,21,8,17
129,9,5,2,79.6247,3400,21,7,13
130,8,19,2,79.9477,4800,21,6,12
131,19,15,2,80.8043,3600,21,10,20
132,16,6,2,81.0822,4000,21,10,20
133,13,7,2,81.2066,4200,21,9,18
134,14,18,2,81.6284,2500,21,9,19
135,3,8,2,83.0381,2800,21,4,6
136,8,17,2,85.3913,3200,21,6,12
137,5,7,2,85.9779,2400,21,5,9
138,13,17,2,86.5208,3400,21,9,18
139,14,13,2,86.5885,1200,21,9,19
140,7,10,2,86.7354,1300,21,6,11
141,18,20,2,87.3576,3200,21,10,20
142,20,15,2,87.6543,3000,21,10,20
143,4,20,2,88.1627,3600,21,4,8
144,15,6,2,89.7415,1500,21,10,20
145,18,5,2,92.6977,3300,21,10,20
146,15,14,2,93.2745,4900,21,10,20
147,3,13,2,94.575,5000,21,4,6
148,17,20,2,95.7408,4100,21,10,20
149,13,20,2,97.3452,4800,21,9,18
150,10,12,2,98.3845,2800,21,7,14
151,9,20,2,98.9789,2400,21,7,13
152,13,7,2,99.2185,3600,21,9,18
153,13,7,2,99.6991,2100,21,9,18
154,11,9,2,100.4796,2500,21,8,15
155,14,8,2,101.2288,4000,21,9,19
156,6,14,2,101.2852,4700,21,5,10
157,9,20,2,101.3439,4900,21,7,13
158,6,8,2,102.3771,4500,21,5,10
159,3,15,2,103.0819,4000,21,4,6
160,18,7,2,103.1629,4100,21,10,20
161,8,14,2,104.0776,1700,21,6,12
162,5,17,2,104.666,2500,21,5,9
163,17,14,2,104.7281,4200,21,10,20
164,10,16,2,105.1747,1900,21,7,14
165,7,17,2,105.2687,3600,21,6,11
166,12,12,2,106.6954,4300,21,8,17
167,7,6,2,106.7096,5000,21,6,11
168,14,20,2,107.5533,1000,21,9,19
169,18,18,2,107.5881,4200,21,10,20
170,9,11,2,108.3982,4600,21,7,13
171,15,14,2,108.58,1100,21,10,20
172,20,14,2,108.9472,1500,21,10,20
173,20,9,2,109.8735,2700,21,10,20
174,14,8,2,110.1824,4000,21,9,19
175,15,5,2,111.5903,3500,21,10,20
176,3,5,2,112.6294,4800,21,4,6
177,19,11,2,115.2275,3900,21,10,20
178,11,13,2,115.5387,1300,21,8,15
179,9,8,2,115.5673,2300,21,7,13
180,3,9,2,115.6508,4700,21,4,6
181,13,11,2,116.0539,3500,21,9,18
182,3,17,2,116.229,4900,21,4,6
183,12,7,2,118.5309,2000,21,8,17
184,10,6,2,118.7909,1600,21,7,14
185,17,18,2,119.056,4700,21,10,20
186,16,8,2,122.2208,4100,21,10,20
187,20,15,2,123.4789,1800,21,10,20
188,15,19,2,123.6296,2200,21,10,20
189,17,5,2,123.7456,4200,21,10,20
190,7,12,2,124.1882,4000,21,6,11
191,19,13,2,125.1865,4500,21,10,20
192,5,7,2,126.4911,4900,21,5,9
193,20,17,2,126.5004,2200,21,10,20
194,13,17,2,126.739,4000,21,9,18
195,19,14,2,128.2381,1800,21,10,20
196,10,18,2,128.2393,2200,21,7,14
197,13,6,2,129.2393,2500,21,9,18
198,17,16,2,129.8588,1400,21,10,20
199,18,10,2,130.4579,1500,21,10,20
200,16,14,2,131.1861,1500,21,10,20
201,4,9,2,131.2868,3600,21,4,8
202,9,9,2,131.3019,1200,21,7,13
203,14,11,2,131.6325,4700,21,9,19
204,17,6,2,132.837,2400,21,10,20
205,3,6,2,132.8469,3100,21,4,6
206,15,15,2,133.0408,3200,21,10,20
207,7,13,2,133.9891,1700,21,6,11
208,7,15,2,135.0372,3200,21,6,11
209,6,14,2,136.5423,4600,21,5,10
210,6,14,2,137.0629,1600,21,5,10
211,7,14,2,137.7516,4300,21,6,11
212,9,10,2,140.1992,1000,21,7,13
213,7,9,2,141.1056,4800,21,6,11
214,11,7,2,141.175,1000,21,8,15
215,5,9,2,141.7761,1000,21,5,9
216,12,13,2,142.1946,1200,21,8,17
217,9,6,2,142.9409,2700,21,7,13
218,13,18,2,143.4048,2300,21,9,18
219,4,16,2,144.3138,1600,21,4,8
220,9,8,2,145.1896,3600,21,7,13
221,20,8,2,145.9779,2500,21,10,20
222,10,16,2,146.8298,2800,21,7,14
223,15,11,2,147.6643,2700,21,10,20
224,7,20,2,148.1372,1500,21,6,11
225,11,11,2,148.6632,3100,21,8,15
226,10,14,2,149.3846,2100,21,7,14
227,15,11,2,149.5316,1200,21,10,20
228,4,15,2,149.9383,3600,21,4,8
229,10,11,2,150.0072,3200,21,7,14
230,7,17,2,150.2384,3300,21,6,11
231,16,16,2,151.0466,3400,21,10,20
232,6,13,2,151.24,4100,21,5,10
233,9,5,2,151.2728,2900,21,7,13
234,15,17,2,151.3003,1900,21,10,20
235,11,5,2,151.3419,1500,21,8,15
236,4,5,2,151.8614,2300,21,4,8
237,19,18,2,153.0802,4000,21,10,20
238,11,12,2,153.2848,1000,21,8,15
239,5,16,2,153.5307,4300,21,5,9
240,11,15,2,153.7787,5000,21,8,15
241,12,6,2,153.8299,2400,21,8,17
242,10,6,2,153.9446,2400,21,7,14
243,8,14,2,154.7951,4400,21,6,12
244,5,19,2,155.3702,1400,21,5,9
245,9,6,2,155.4667,4800,21,7,13
246,9,14,2,155.6533,1300,21,7,13
247,18,9,2,156.5231,4000,21,10,20
248,3,19,2,157.6683,3200,21,4,6
249,15,10,2,158.0755,4300,21,10,20
250,17,20,2,158.1535,3200,21,10,20
251,9,16,2,158.3006,4100,21,7,13
252,10,10,2,158.718,3800,21,7,14
253,12,20,2,160.4982,2200,21,8,17
254,8,14,2,160.7309,3400,21,6,12
255,19,15,2,161.1586,2100,21,10,20
256,10,9,2,161.8867,2800,21,7,14
257,3,16,2,162.1316,2500,21,4,6
258,15,11,2,165.1267,1700,21,10,20
259,19,16,2,165.4335,2700,21,10,20
260,17,10,2,166.7405,2500,21,10,20
261,20,8,2,167.0762,4400,21,10,20
262,5,7,2,167.5391,4100,21,5,9
263,5,20,2,167.6961,4800,21,5,9
264,11,7,2,168.0959,4100,21,8,15
265,12,11,2,168.1441,2900,21,8,17
266,8,7,2,168.3306,1400,21,6,12
267,16,15,2,168.608,4700,21,10,20
268,6,14,2,169.1067,4000,21,5,10
269,12,14,2,170.2813,2500,21,8,17
270,10,20,2,171.7468,1100,21,7,14
271,17,8,2,172.0424,2500,21,10,20
272,17,17,2,172.6301,3900,21,10,20
273,12,13,2,173.2418,3100,21,8,17
274,18,16,2,173.8227,2800,21,10,20
275,15,19,2,177.2599,1800,21,10,20
276,14,15,2,179.8895,4300,21,9,19
277,8,11,2,180.3881,2700,21,6,12
278,15,6,2,181.4939,3000,21,10,20
279,15,15,2,181.6892,4300,21,10,20
280,20,17,2,181.8689,2900,21,10,20
281,8,7,2,181.9093,2000,21,6,12
282,20,20,2,182.3714,1400,21,10,20
283,7,14,2,182.8604,1900,21,6,11
284,14,20,2,185.1842,2300,21,9,19
285,18,17,2,185.4088,2800,21,10,20
286,16,8,2,185.424,1900,21,10,20
287,3,10,2,185.925,3400,21,4,6
288,8,5,2,186.1401,2900,21,6,12
289,12,20,2,186.5118,2100,21,8,17
290,15,8,2,186.6611,4300,21,10,20
291,15,19,2,187.0479,4100,21,10,20
292,15,13,2,187.1111,2200,21,10,20
293,17,7,2,187.6839,3400,21,10,20
294,5,7,2,187.9001,4700,21,5,9
295,3,11,2,188.728,1600,21,4,6
296,3,9,2,189.0168,3600,21,4,6
297,9,16,2,191.619,2900,21,7,13
298,3,17,2,193.5138,2500,21,4,6
299,5,11,2,194.3354,1100,21,5,9
300,15,18,2,195.4644,2800,21,10,20
301,7,20,2,196.0474,1200,21,6,11
302,6,13,2,196.1123,3000,21,5,10
303,18,7,2,196.6595,1000,21,10,20
304,7,12,2,197.8473,1600,21,6,11
305,3,16,2,197.936,1300,21,4,6
306,5,16,2,198.6384,3800,21,5,9
307,18,5,2,199.2725,1500,21,10,20
308,3,15,2,199.3324,5000,21,4,6
309,15,16,2,199.7813,3700,21,10,20
310,11,15,2,200.1979,1800,21,8,15
311,7,5,2,201.3355,2100,21,6,11
312,7,12,2,202.6947,2300,21,6,11
313,15,16,2,203.6623,4500,21,10,20
314,8,12,2,205.1885,2300,21,6,12
315,5,11,2,205.7182,2300,21,5,9
316,19,7,2,206.0636,2400,21,10,20
317,13,20,2,206.2785,3700,21,9,18
318,5,18,2,206.3962,1900,21,5,9
319,19,11,2,207.188,1500,21,10,20
320,19,19,2,207.3622,1300,21,10,20
321,3,14,2,207.5563,4000,21,4,6
322,6,5,2,207.7911,1400,21,5,10
323,9,7,2,208.6904,2300,21,7,13
324,8,19,2,209.2804,1800,21,6,12
325,17,14,2,211.2524,1400,21,10,20
326,7,12,2,211.4176,1700,21,6,11
327,15,14,2,212.0921,4000,21,10,20
328,14,17,2,212.4039,1600,21,9,19
329,17,17,2,212.7601,4100,21,10,20
330,6,10,2,214.1467,4300,21,5,10
331,20,6,2,214.3197,1900,21,10,20
332,13,15,2,214.5224,3000,21,9,18
333,15,18,2,215.1086,2200,21,10,20
334,5,10,2,215.2392,3900,21,5,9
335,11,11,2,216.8335,1000,21,8,15
336,4,6,2,216.9207,2300,21,4,8
337,13,19,2,219.8915,2200,21,9,18
338,3,9,2,220.1265,2600,21,4,6
339,14,20,2,220.826,4200,21,9,19
340,17,7,2,222.2268,1600,21,10,20
341,10,14,2,222.2768,4000,21,7,14
342,9,12,2,224.7817,2300,21,7,13
343,12,12,2,225.2175,2300,21,8,17
344,14,19,2,225.7435,2800,21,9,19
345,7,8,2,225.9685,1800,21,6,11
346,4,15,2,226.6835,1300,21,4,8
347,7,15,2,228.0776,2000,21,6,11
348,9,6,2,228.3103,4300,21,7,13
349,13,17,2,228.4391,1200,21,9,18
350,8,17,2,228.5135,4300,21,6,12
351,13,20,2,229.0187,3500,21,9,18
352,10,8,2,229.3432,3000,21,7,14
353,5,8,2,229.7173,4900,21,5,9
354,11,10,2,230.6907,3700,21,8,15
355,18,20,2,230.9452,2200,21,10,20
356,20,13,2,231.3364,3200,21,10,20
357,6,13,2,231.7962,5000,21,5,10
358,13,14,2,232.5136,4300,21,9,18
359,9,17,2,232.6757,1500,21,7,13
360,6,17,2,232.8477,3500,21,5,10
361,14,18,2,233.7101,1400,21,9,19
362,4,5,2,235.1214,3500,21,4,8
363,4,15,2,235.5633,4000,21,4,8
364,18,15,2,235.6109,2500,21,10,20
365,14,19,2,236.6209,4900,21,9,19
366,10,20,2,236.8081,2200,21,7,14
367,9,15,2,238.2907,4700,21,7,13
368,13,16,2,238.5197,2500,21,9,18
369,6,6,2,238.8841,2000,21,5,10
370,12,7,2,239.3109,3500,21,8,17
371,14,10,2,240.1326,1600,21,9,19
372,20,18,2,240.373,2800,21,10,20
373,20,15,2,241.6899,4900,21,10,20
374,16,13,2,242.8818,3900,21,10,20
375,6,6,2,243.9884,3500,21,5,10
376,3,15,2,244.2344,4600,21,4,6
377,3,7,2,244.8786,1500,21,4,6
378,19,19,2,244.886,3400,21,10,20
379,4,14,2,244.9521,4200,21,4,8
380,8,12,2,245.863,3500,21,6,12
381,5,20,2,246.205,3000,21,5,9
382,9,15,2,246.5095,1200,21,7,13
383,14,14,2,247.4632,1400,21,9,19
384,13,5,2,247.5608,3000,21,9,18
385,17,16,2,248.7501,1400,21,10,20
386,12,11,2,248.7939,2000,21,8,17
387,14,17,2,249.1847,4500,21,9,19
388,13,19,2,250.8396,1100,21,9,18
389,6,9,2,251.2313,1100,21,5,10
390,12,12,2,251.355,1800,21,8,17
391,17,10,2,251.7646,1600,21,10,20
392,15,9,2,253.918,3500,21,10,20
393,4,5,2,256.2484,3000,21,4,8
394,9,8,2,256.478,2300,21,7,13
395,16,17,2,259.0315,1600,21,10,20
396,17,16,2,259.1922,1500,21,10,20
397,16,14,2,259.8241,3100,21,10,20
398,10,7,2,260.1864,3400,21,7,14
399,9,5,2,260.3231,1500,21,7,13
400,7,12,2,260.5126,1100,21,6,11
401,4,6,2,262.2023,1800,21,4,8
402,6,6,2,263.2474,2600,21,5,10
403,20,15,2,263.6391,3300,21,10,20
404,6,16,2,264.0856,4200,21,5,10
405,13,9,2,264.0882,2500,21,9,18
406,3,11,2,265.0736,4300,21,4,6
407,11,17,2,265.2648,2800,21,8,15
408,8,6,2,265.4523,4000,21,6,12
409,7,5,2,267.0553,4000,21,6,11
410,17,16,2,267.2827,1600,21,10,20
411,7,16,2,268.1853,4300,21,6,11
412,7,16,2,268.383,1400,21,6,11
413,7,6,2,268.4986,3500,21,6,11
414,20,11,2,268.8623,1700,21,10,20
415,12,7,2,269.6234,3100,21,8,17
416,8,8,2,269.9671,4200,21,6,12
417,11,8,2,272.0268,3700,21,8,15
418,6,12,2,273.1797,3300,21,5,10
419,9,19,2,274.5119,2900,21,7,13
420,16,19,2,274.5183,1900,21,10,20
421,12,7,2,275.8509,2600,21,8,17
422,4,5,2,276.8452,3800,21,4,8
423,17,19,2,277.6669,3600,21,10,20
424,4,14,2,277.8678,1400,21,4,8
425,3,9,2,277.8825,4700,21,4,6
426,15,13,2,279.3977,1200,21,10,20
427,14,12,2,279.9016,3600,21,9,19
428,7,10,2,279.9726,4400,21,6,11
429,5,11,2,280.0991,2700,21,5,9
430,11,5,2,281.3856,2800,21,8,15
431,14,20,2,281.9868,4800,21,9,19
432,17,11,2,282.5627,2400,21,10,20
433,20,6,2,282.5735,3700,21,10,20
434,4,12,2,284.7639,3300,21,4,8
435,19,18,2,285.1303,3800,21,10,20
436,15,8,2,286.196,4100,21,10,20
437,10,16,2,286.3939,3000,21,7,14
438,11,13,2,287.2625,3400,21,8,15
439,12,16,2,290.2155,3500,21,8,17
440,18,12,2,291.3612,3900,21,10,20
441,10,11,2,292.2032,3700,21,7,14
442,13,18,2,293.4691,5000,21,9,18
443,5,11,2,294.5934,2400,21,5,9
444,16,6,2,296.6296,3600,21,10,20
445,19,15,2,296.8616,1400,21,10,20
446,12,12,2,297.3441,1900,21,8,17
447,17,9,2,298.846,1100,21,10,20
448,8,14,2,299.3227,2900,21,6,12
449,17,15,2,299.331,2700,21,10,20
450,12,10,2,299.6134,3000,21,8,17
451,19,13,2,299.6938,2800,21,10,20
452,9,19,2,299.9359,2100,21,7,13
453,11,8,2,300.1663,1200,21,8,15
454,12,15,2,300.2363,2700,21,8,17
455,12,19,2,300.4788,1300,21,8,17
456,18,17,2,300.9942,3700,21,10,20
457,9,6,2,301.5873,1500,21,7,13
458,12,9,2,301.6897,2000,21,8,17
459,5,13,2,302.3869,4200,21,5,9
460,7,6,2,302.4075,2300,21,6,11
461,16,11,2,302.4296,4900,21,10,20
462,12,12,2,303.1519,3300,21,8,17
463,20,17,2,303.7701,3400,21,10,20
464,13,5,2,304.2928,4200,21,9,18
465,18,7,2,304.3603,4100,21,10,20
466,16,14,2,305.0133,1200,21,10,20
467,7,11,2,305.9437,3500,21,6,11
468,3,12,2,306.241,3500,21,4,6
469,10,9,2,306.272,3300,21,7,14
470,5,8,2,306.9269,4500,21,5,9
471,13,17,2,308.9765,1800,21,9,18
472,7,12,2,311.1931,2500,21,6,11
473,19,12,2,311.8936,3800,21,10,20
474,20,13,2,312.3214,4200,21,10,20
475,4,11,2,312.9744,2700,21,4,8
476,7,10,2,313.1458,3800,21,6,11
477,13,17,2,313.6345,3300,21,9,18
478,5,15,2,313.9279,5000,21,5,9
479,3,14,2,314.6428,3700,21,4,6
480,16,16,2,316.8801,2100,21,10,20
481,13,15,2,317.7018,4800,21,9,18
482,15,15,2,319.3823,4600,21,10,20
483,15,20,2,319.7404,2500,21,10,20
484,11,14,2,320.3542,4200,21,8,15
485,13,5,2,320.6946,2500,21,9,18
486,16,19,2,320.9695,2800,21,10,20
487,12,11,2,322.3214,2500,21,8,17
488,14,19,2,323.3002,1300,21,9,19
489,20,18,2,323.4638,3500,21,10,20
490,9,18,2,324.5833,3500,21,7,13
491,13,17,2,324.7663,1900,21,9,18
492,12,18,2,325.2661,1700,21,8,17
493,5,6,2,325.8038,2100,21,5,9
494,3,12,2,326.0047,1600,21,4,6
495,16,20,2,326.343,5000,21,10,20
496,3,13,2,327.1338,1800,21,4,6
497,16,19,2,327.3145,1200,21,10,20
498,11,16,2,327.6094,4500,21,8,15
499,7,8,2,328.2927,4800,21,6,11
500,19,6,2,328.3978,2400,21,10,20
501,6,11,2,329.5615,2100,21,5,10
502,13,16,2,329.8086,3600,21,9,18
503,20,8,2,329.9618,3700,21,10,20
504,9,5,2,330.1218,2400,21,7,13
505,20,15,2,330.3589,2600,21,10,20
506,7,12,2,331.2579,2000,21,6,11
507,5,8,2,331.4905,2700,21,5,9
508,19,6,2,331.8504,2600,21,10,20
509,3,18,2,332.1079,1300,21,4,6
510,18,11,2,332.7608,1100,21,10,20
511,8,5,2,332.9902,4100,21,6,12
512,19,17,2,333.2581,4300,21,10,20
513,20,11,2,333.5083,2600,21,10,20
514,16,14,2,333.5928,4600,21,10,20
515,11,19,2,334.1841,2900,21,8,15
516,14,19,2,334.4153,3700,21,9,19
517,15,18,2,335.3447,1800,21,10,20
518,8,20,2,336.2891,3400,21,6,12
519,6,5,2,336.3562,1600,21,5,10
520,18,17,2,337.04,5000,21,10,20
521,11,12,2,337.0907,3000,21,8,15
522,14,8,2,338.1218,2300,21,9,19
523,10,5,2,339.4666,2300,21,7,14
524,16,8,2,339.5262,3500,21,10,20
525,15,19,2,339.7995,2300,21,10,20
526,7,18,2,340.689,2900,21,6,11
527,15,8,2,341.5259,3900,21,10,20
528,13,20,2,341.6899,1500,21,9,18
529,7,17,2,342.6636,1200,21,6,11
530,15,11,2,343.0711,3800,21,10,20
531,18,19,2,343.118,3500,21,10,20
532,15,12,2,343.4958,1100,21,10,20
533,5,11,2,344.4895,4800,21,5,9
534,20,11,2,344.857,1600,21,10,20
535,17,12,2,344.9964,1400,21,10,20
536,4,6,2,345.0866,3500,21,4,8
537,14,14,2,345.2447,1000,21,9,19
538,18,7,2,345.6352,2300,21,10,20
539,18,10,2,346.7784,3300,21,10,20
540,17,17,2,346.8435,4700,21,10,20
541,12,15,2,347.1329,4300,21,8,17
542,15,17,2,347.3794,3900,21,10,20
543,14,7,2,347.5118,3300,21,9,19
544,12,13,2,348.9813,1600,21,8,17
545,9,12,2,349.2741,3700,21,7,13
546,11,8,2,349.6106,1200,21,8,15
547,16,19,2,350.2105,3200,21,10,20
548,9,13,2,350.67,3600,21,7,13
549,16,7,2,351.1567,2200,21,10,20
550,7,7,2,352.197,1100,21,6,11
551,3,11,2,353.5398,3800,21,4,6
552,3,9,2,353.7124,2600,21,4,6
553,9,5,2,354.0281,5000,21,7,13
554,11,6,2,354.1466,3900,21,8,15
555,18,12,2,355.5451,2500,21,10,20
556,10,18,2,355.6901,1100,21,7,14
557,15,18,2,356.4745,4600,21,10,20
558,17,8,2,357.0811,2000,21,10,20
559,17,15,2,357.2139,4700,21,10,20
560,6,7,2,357.4285,1300,21,5,10
561,6,19,2,357.6188,4900,21,5,10
562,20,13,2,359.7445,3400,21,10,20
563,5,14,2,361.5754,2800,21,5,9
564,14,6,2,362.6225,3800,21,9,19
565,7,6,2,363.1051,3800,21,6,11
566,16,6,2,363.2549,1700,21,10,20
567,6,12,2,364.2431,1000,21,5,10
568,10,19,2,364.3355,1100,21,7,14
569,17,10,2,366.5818,2300,21,10,20
570,6,7,2,367.1845,2000,21,5,10
571,19,6,2,367.6891,4900,21,10,20
572,6,17,2,367.6962,1500,21,5,10
573,13,11,2,368.5876,1700,21,9,18
574,4,18,2,368.8854,3800,21,4,8
575,10,15,2,370.4519,2300,21,7,14
576,16,14,2,370.4881,2900,21,10,20
577,12,20,2,370.5366,3000,21,8,17
578,5,7,2,370.675,1900,21,5,9
579,6,8,2,372.6596,3500,21,5,10
580,14,13,2,374.7026,1800,21,9,19
581,18,14,2,374.9056,2300,21,10,20
582,9,16,2,375.4342,3000,21,7,13
583,8,17,2,375.8875,1100,21,6,12
584,13,17,2,376.3863,4600,21,9,18
585,20,18,2,376.5003,2500,21,10,20
586,18,11,2,377.7247,1100,21,10,20
587,4,11,2,378.8988,1600,21,4,8
588,9,19,2,379.4093,1300,21,7,13
589,3,20,2,382.1085,1400,21,4,6
590,19,16,2,382.2923,4700,21,10,20
591,19,15,2,382.3937,2200,21,10,20
592,7,12,2,382.5971,2300,21,6,11
593,17,7,2,383.0559,3800,21,10,20
594,11,10,2,383.3014,3000,21,8,15
595,20,13,2,384.3028,1200,21,10,20
596,13,13,2,384.9103,3400,21,9,18
597,11,15,2,386.964,2300,21,8,15
598,8,20,2,388.1474,1500,21,6,12
599,15,8,2,388.329,4700,21,10,20
600,8,10,2,388.5895,1900,21,6,12
601,20,9,2,389.1838,3300,21,10,20
602,4,10,2,389.3322,4800,21,4,8
603,19,16,2,389.3828,3000,21,10,20
604,17,17,2,389.6804,5000,21,10,20
605,12,14,2,390.3621,4700,21,8,17
606,19,18,2,390.372,4400,21,10,20
607,14,9,2,390.4334,4000,21,9,19
608,17,7,2,391.6534,4100,21,10,20
609,13,17,2,392.9244,5000,21,9,18
610,6,14,2,392.9718,4200,21,5,10
611,8,9,2,394.1456,3000,21,6,12
612,14,11,2,394.1515,4100,21,9,19
613,15,10,2,396.0982,2900,21,10,20
614,9,16,2,396.1291,1200,21,7,13
615,9,17,2,397.2279,1000,21,7,13
616,9,10,2,397.2928,1700,21,7,13
617,16,14,2,397.517,3200,21,10,20
618,16,12,2,397.5403,3000,21,10,20
619,15,14,2,398.9204,4200,21,10,20
620,5,13,2,399.4283,3500,21,5,9
621,20,10,2,399.5174,1900,21,10,20
622,3,8,2,402.8705,4400,21,4,6
623,20,9,2,403.0138,2200,21,10,20
624,9,7,2,403.0289,3200,21,7,13
625,18,13,2,403.5017,3100,21,10,20
626,11,16,2,404.0239,4500,21,8,15
627,19,11,2,404.0886,4200,21,10,20
628,15,19,2,404.2258,2800,21,10,20
629,7,17,2,404.3636,2700,21,6,11
630,12,9,2,405.2372,1300,21,8,17
631,10,11,2,407.2983,1500,21,7,14
632,10,12,2,407.9669,3200,21,7,14
633,18,13,2,408.1395,2400,21,10,20
