job_id,num_qubits,layers,rotations,entanglement,param_count,num_shots,depth,req_iterations,cpu_units,mem_bw,priority,arrival_time
94,15,6,rz,circular,105,2400,97,7,5,6,2,262.200775
95,22,4,rx,circular,110,2300,93,7,5,4,2,264.2076093
96,11,7,rz,circular,88,2000,85,7,4,5,2,266.1885279
97,10,7,rz,circular,80,3600,78,5,4,6,2,268.1459132
98,10,6,"rx, rz, ry",circular,210,3600,81,5,7,5,2,272.4105836
99,15,5,ry,circular,90,4200,81,4,5,7,2,273.4152539
100,14,4,rx,circular,70,3000,61,7,4,6,2,273.8106082
101,11,3,"ry, rx",circular,88,4500,41,4,5,7,2,275.0615335
102,10,6,"rz, ry",circular,140,2800,74,6,4,5,2,278.1108383
103,15,5,"ry, rx, rz",circular,270,1100,93,6,4,5,2,289.4312342
104,20,4,"ry, rx",circular,200,4000,90,9,5,6,2,290.6576112
105,11,5,"rx, ry, rz",circular,198,4900,73,6,6,7,2,290.801533
106,21,4,"rx, ry, rz",circular,315,3300,99,4,7,7,2,293.6270866
107,11,6,rx,circular,77,1200,73,6,6,5,2,293.6331651
108,15,5,"rz, rx",circular,180,2500,87,9,5,6,2,294.7080833
109,12,3,"ry, rz, rx",circular,144,1000,48,6,5,7,2,299.5597394
110,10,6,rx,circular,70,3800,67,4,7,4,2,309.4379708
111,15,3,"rz, rx",circular,120,1500,53,4,7,6,2,316.1941583
112,10,6,rz,circular,70,4800,67,7,6,7,2,317.3016212
113,22,4,"rz, rx",circular,220,4100,98,8,6,5,2,320.8024562
114,19,4,"rz, ry, rx",circular,285,1800,91,7,4,4,2,323.9253406
115,10,6,"rz, ry",circular,140,3400,74,4,7,7,2,325.5632178
116,24,3,"ry, rx, rz",circular,288,1000,84,8,6,4,2,327.2492422
117,18,5,rx,circular,108,4500,96,6,5,5,2,329.097901
118,10,7,"rx, ry, rz",circular,240,1600,94,5,5,4,2,332.6490659
119,13,6,"rz, ry",circular,182,4300,92,7,6,7,2,338.2458224
120,13,5,"rz, ry",circular,156,1300,77,6,5,4,2,339.1885479
121,11,8,ry,circular,99,1600,97,5,7,7,2,340.2646308
122,10,7,rz,circular,80,4200,78,4,5,6,2,341.4520412
123,12,7,rx,circular,96,4100,92,5,4,5,2,344.0148958
124,18,4,"rz, rx",circular,180,1700,82,9,4,4,2,345.0233717
125,10,6,"ry, rx, rz",circular,210,1900,81,4,4,4,2,359.2950901
126,12,6,"ry, rz",circular,168,2600,86,9,7,6,2,360.2736962
127,14,6,"ry, rx",circular,196,2600,98,7,7,6,2,363.802892
128,10,8,"rx, ry",circular,180,3600,98,5,6,7,2,367.5683735
129,13,6,ry,circular,91,3300,85,7,7,7,2,368.5387444
130,13,5,"rz, rx, ry",circular,234,1200,83,6,7,7,2,369.9743919
131,10,6,"rx, ry",circular,140,3300,74,7,5,4,2,370.8948546
132,14,5,"ry, rx",circular,168,4700,82,4,6,4,2,371.3290462
133,13,6,"ry, rx",circular,182,2000,92,8,7,6,2,380.4590763
134,10,7,rz,circular,80,3400,78,4,4,4,2,383.592327
135,16,5,"rx, ry",circular,192,4000,92,5,4,6,2,385.9021296
136,10,7,rz,circular,80,3400,78,7,6,4,2,387.8902
137,10,4,"ry, rx, rz",circular,150,1100,55,9,7,4,2,388.5801396
138,13,6,"ry, rx",circular,182,1200,92,5,7,7,2,392.70654
139,13,7,ry,circular,104,3700,99,5,5,7,2,393.5588448
140,11,4,"ry, rz, rx",circular,165,2000,59,5,7,4,2,395.6423031
141,10,8,rx,circular,90,3100,89,8,7,5,2,395.6807855
142,11,7,ry,circular,88,3600,85,4,7,6,2,398.471506
143,13,5,rx,circular,78,1000,71,5,6,4,2,398.6615013
144,12,6,ry,circular,84,1600,79,8,7,4,2,403.663372
145,13,6,rx,circular,91,3100,85,4,6,6,2,404.7950082
146,12,6,"rz, ry",circular,168,4100,86,4,4,4,2,409.8716353
147,15,6,ry,circular,105,4400,97,4,5,7,2,413.8384232
148,17,5,"ry, rx",circular,204,3600,97,6,6,4,2,414.435141
149,13,5,ry,circular,78,1800,71,9,4,6,2,420.3148921
150,20,4,rx,circular,100,2400,85,5,4,5,2,422.2434983
151,12,6,rx,circular,84,2100,79,8,4,7,2,426.6743714
152,12,6,"ry, rx, rz",circular,252,3300,93,7,7,7,2,430.7489888
153,13,3,ry,circular,52,3600,43,9,4,7,2,434.0778237
154,13,5,"ry, rz",circular,156,3900,77,7,5,6,2,437.8264715
155,12,5,"rz, rx",circular,144,4200,72,6,4,7,2,439.6567662
156,15,5,"ry, rx",circular,180,2600,87,7,4,4,2,440.2096297
157,13,5,rx,circular,78,3100,71,7,6,6,2,441.2539324
158,10,6,rz,circular,70,3000,67,9,4,6,2,446.038012
159,11,6,"ry, rz, rx",circular,231,3000,87,9,7,7,2,448.1375219
160,12,3,rx,circular,48,2700,40,8,5,6,2,451.3948334
161,10,7,"rz, ry, rx",circular,240,2400,94,5,6,7,2,452.5579879
162,14,6,"rx, ry",circular,196,4400,98,8,6,4,2,453.3260019
163,12,6,rz,circular,84,4300,79,6,6,4,2,454.5462334
164,12,3,rz,circular,48,2700,40,6,6,5,2,464.7109606
165,15,3,"rx, ry, rz",circular,180,2200,57,5,5,6,2,466.5527638
166,12,5,rz,circular,72,2900,66,4,6,5,2,467.4708379
167,18,4,"rz, rx, ry",circular,270,3000,87,8,4,5,2,469.8876122
168,12,6,"ry, rx",circular,168,2400,86,8,7,6,2,471.6855511
169,12,5,"ry, rx",circular,144,4400,72,8,7,4,2,473.5903973
170,10,6,"ry, rx",circular,140,3400,74,7,4,4,2,475.1503015
171,10,3,"rx, ry, rz",circular,120,3600,42,5,4,6,2,477.6530653
172,11,7,ry,circular,88,4100,85,7,7,6,2,479.3011328
173,16,5,rx,circular,96,3800,86,5,4,5,2,488.5568127
174,21,4,"ry, rx",circular,210,2700,94,4,5,5,2,491.2564531
175,15,5,"ry, rx",circular,180,3800,87,9,4,6,2,494.0408625
176,13,5,rz,circular,78,3200,71,7,7,6,2,494.9730692
177,11,5,"ry, rz, rx",circular,198,1300,73,6,7,6,2,496.1716011
178,10,7,"ry, rz",circular,160,1500,86,5,6,6,2,498.4564905
179,10,3,"rz, ry",circular,80,1900,38,4,5,5,2,505.2156062
180,11,5,ry,circular,66,1000,61,4,7,6,2,505.4752512
181,13,6,"ry, rz",circular,182,4100,92,7,6,5,2,507.4871763
182,13,5,"rz, ry, rx",circular,234,3600,83,4,7,4,2,510.5787745
183,10,6,"rx, rz",circular,140,4800,74,7,5,5,2,515.1487038
184,16,5,"ry, rz",circular,192,4800,92,8,7,7,2,519.5797489
185,11,6,"rz, rx",circular,154,2200,80,7,4,4,2,521.8154519
186,11,7,rx,circular,88,1500,85,9,4,4,2,523.4255319
187,11,6,ry,circular,77,4200,73,9,7,4,2,528.2874045
188,12,5,"ry, rz, rx",circular,216,2500,78,5,4,6,2,531.6670012
189,10,7,rx,circular,80,1800,78,5,7,7,2,541.3468101
190,16,5,"ry, rx",circular,192,4400,92,9,7,5,2,544.399076
191,10,6,"rx, rz, ry",circular,210,3800,81,7,7,4,2,549.9872463
192,14,4,"rx, ry, rz",circular,210,3400,71,4,7,6,2,551.0919906
193,13,6,"rz, rx",circular,182,5000,92,8,7,7,2,552.1892558
194,14,5,"rx, ry, rz",circular,252,4000,88,7,6,4,2,552.4760433
195,12,6,rx,circular,84,4800,79,4,5,4,2,553.7658228
196,10,6,"ry, rx",circular,140,1900,74,6,7,6,2,555.3541643
197,13,7,rx,circular,104,3400,99,6,5,7,2,557.4519835
198,12,3,"ry, rx, rz",circular,144,3400,48,8,5,7,2,564.8277002
199,11,7,ry,circular,88,4700,85,7,6,4,2,566.4553365
200,15,6,rz,circular,105,2000,97,7,5,5,2,569.8745518
201,17,3,"rz, rx",circular,136,1400,59,9,7,7,2,574.3171541
202,12,5,"rx, rz",circular,144,1900,72,4,6,7,2,574.5359083
203,15,6,rz,circular,105,2100,97,4,7,4,2,575.2214511
204,14,5,"rx, ry, rz",circular,252,2700,88,6,6,4,2,575.356301
205,14,4,rx,circular,70,1400,61,6,4,5,2,583.0160515
206,15,5,rz,circular,90,1600,81,5,7,5,2,585.7771524
207,12,6,ry,circular,84,3900,79,9,6,4,2,587.6667365
208,13,5,rx,circular,78,2400,71,4,5,4,2,588.6134099
209,10,7,"rx, rz, ry",circular,240,3700,94,5,4,4,2,589.3584097
210,12,6,"ry, rz",circular,168,3000,86,7,6,5,2,594.3596261
211,11,5,"rz, ry",circular,132,3400,67,7,5,4,2,602.6701919
212,14,3,"ry, rx, rz",circular,168,1700,54,4,4,6,2,603.8915901
213,10,5,"ry, rz",circular,120,3000,62,9,6,6,2,604.1768681
214,14,5,"rz, ry",circular,168,1600,82,8,5,5,2,605.2982474
215,16,5,"ry, rz",circular,192,4200,92,8,6,6,2,608.6376323
216,10,5,"rx, rz, ry",circular,180,1200,68,5,4,5,2,611.9828088
217,12,6,ry,circular,84,3700,79,5,4,7,2,613.245389
218,10,8,rz,circular,90,2300,89,7,6,5,2,616.0057875
219,14,6,rx,circular,98,1400,91,9,7,5,2,618.5309999
220,25,3,"rx, ry",circular,200,1800,83,5,4,6,2,619.9826528
221,19,4,"rx, ry, rz",circular,285,2200,91,9,4,5,2,621.345438
222,20,4,"rz, ry",circular,200,3400,90,8,4,5,2,625.2587986
223,23,3,"rz, rx",circular,184,3500,77,4,5,5,2,625.994454
224,15,5,"rz, rx",circular,180,3500,87,9,5,5,2,629.4377817
225,13,5,"rx, ry",circular,156,4600,77,5,6,5,2,629.5617511
226,11,5,"ry, rx",circular,132,3800,67,8,4,5,2,632.2511074
227,10,5,"rz, rx",circular,120,3600,62,7,5,6,2,632.4983707
228,14,6,rx,circular,98,4500,91,7,7,6,2,635.9924136
229,15,5,ry,circular,90,3700,81,5,7,5,2,636.5036283
230,15,3,"ry, rx",circular,120,2700,53,5,4,4,2,637.1263349
231,14,4,"rx, rz",circular,140,1900,66,6,7,5,2,639.6474242
232,11,6,"ry, rx, rz",circular,231,3000,87,8,4,7,2,642.0401057
233,13,6,"rx, rz",circular,182,1700,92,8,6,7,2,647.1743928
234,14,6,"rx, ry",circular,196,4200,98,8,4,4,2,647.6597129
235,17,5,"rx, rz",circular,204,4600,97,4,7,6,2,649.5199046
236,13,7,rx,circular,104,2700,99,9,6,6,2,650.3584514
237,10,8,"rx, rz",circular,180,1600,98,6,4,5,2,654.2253113
238,15,4,"rz, rx, ry",circular,225,3200,75,6,7,6,2,659.498959
239,11,5,ry,circular,66,1800,61,9,7,7,2,659.5560277
240,12,6,"rx, rz, ry",circular,252,4300,93,4,5,6,2,662.9126782
241,16,5,"ry, rz, rx",circular,288,3700,98,5,4,7,2,665.7197164
242,11,5,"rz, ry",circular,132,2000,67,6,5,6,2,666.5149232
243,10,6,ry,circular,70,1000,67,7,6,6,2,676.3943085
244,12,7,rz,circular,96,4200,92,8,4,5,2,677.4490856
245,10,7,"rz, ry, rx",circular,240,1100,94,6,7,6,2,677.6621099
246,14,5,rx,circular,84,1200,76,5,4,4,2,677.8190134
247,14,5,"rx, rz",circular,168,1400,82,8,6,4,2,678.1693756
248,13,6,"rx, ry",circular,182,3400,92,8,4,5,2,678.4746043
249,13,7,ry,circular,104,3700,99,5,4,4,2,682.390598
250,17,5,"ry, rz",circular,204,1300,97,6,6,6,2,683.8386969
251,11,5,"rx, ry, rz",circular,198,3100,73,8,7,5,2,686.7934947
252,18,4,"rz, ry",circular,180,4900,82,8,6,5,2,687.7235934
253,12,5,ry,circular,72,2800,66,4,6,4,2,687.9606021
254,11,7,rz,circular,88,2100,85,8,7,5,2,692.1285453
255,11,6,"ry, rx",circular,154,4300,80,5,6,4,2,697.5679586
256,10,7,rz,circular,80,1600,78,7,6,7,2,702.123951
257,11,6,ry,circular,77,1100,73,6,4,4,2,703.4531341
258,13,5,"rx, rz",circular,156,2300,77,9,5,7,2,709.4150326
259,17,5,"ry, rz",circular,204,2300,97,8,4,4,2,710.4618052
260,10,5,ry,circular,60,3100,56,6,7,5,2,711.3378814
261,12,6,"rz, ry",circular,168,2600,86,7,6,7,2,715.1504761
262,15,6,rz,circular,105,3200,97,5,7,6,2,720.8140119
263,16,5,rz,circular,96,5000,86,6,5,5,2,730.1508062
264,19,4,ry,circular,95,4900,81,8,7,7,2,731.2068787
265,18,4,ry,circular,90,2500,77,8,5,6,2,732.8014254
266,16,4,"rx, ry, rz",circular,240,3600,79,8,4,4,2,734.4992505
267,10,7,"rx, rz, ry",circular,240,2200,94,5,5,7,2,735.1119987
268,13,6,"ry, rx",circular,182,3800,92,7,4,6,2,735.6261909
269,23,3,"ry, rz, rx",circular,276,1800,81,9,4,7,2,741.0136626
270,10,5,ry,circular,60,3200,56,6,7,4,2,745.8792455
271,10,6,"rz, rx, ry",circular,210,1900,81,5,6,7,2,747.4433375
272,13,5,"rx, rz",circular,156,3600,77,4,5,7,2,747.592255
273,13,6,rx,circular,91,2500,85,9,5,4,2,749.7656046
274,16,5,ry,circular,96,1400,86,7,6,4,2,754.5056846
275,12,3,"rz, rx, ry",circular,144,1700,48,6,7,6,2,760.2989427
276,15,4,"rz, ry, rx",circular,225,1900,75,7,7,6,2,761.0602038
277,12,5,"rx, ry, rz",circular,216,3800,78,7,4,6,2,761.273756
278,17,5,"rz, rx",circular,204,4200,97,8,5,6,2,762.0381234
279,10,5,"rz, ry",circular,120,1100,62,8,6,5,2,763.2699233
280,13,6,"ry, rz, rx",circular,273,3100,99,7,4,5,2,765.1192702
281,13,4,"rx, ry",circular,130,3900,62,9,4,6,2,765.7049509
282,14,5,"ry, rz, rx",circular,252,4800,88,6,6,6,2,766.9927295
283,10,8,"rz, rx",circular,180,1900,98,6,5,7,2,776.7810743
284,17,5,"ry, rx",circular,204,3600,97,5,7,5,2,781.06889
285,10,6,"rx, rz, ry",circular,210,1400,81,4,5,5,2,781.1846387
286,13,5,"rz, rx",circular,156,4800,77,5,7,7,2,785.9453084
287,10,5,ry,circular,60,2900,56,4,6,6,2,786.037417
288,16,4,"rx, ry, rz",circular,240,2700,79,4,4,7,2,788.2674932
289,15,5,rx,circular,90,4500,81,8,5,4,2,791.1535231
290,13,4,rx,circular,65,5000,57,9,5,4,2,800.1408345
291,12,6,rx,circular,84,3000,79,9,6,4,2,804.6362585
292,18,3,"rz, rx",circular,144,2300,62,9,5,5,2,805.9790171
293,12,7,rz,circular,96,3900,92,4,5,6,2,810.5109914
294,17,4,ry,circular,85,1400,73,8,7,4,2,821.3789079
295,10,6,rx,circular,70,3600,67,9,6,4,2,826.7689027
296,11,6,rx,circular,77,4800,73,5,4,7,2,828.2051707
297,11,5,"ry, rz, rx",circular,198,3100,73,7,6,5,2,829.2835706
298,13,5,"ry, rx",circular,156,4800,77,7,4,5,2,833.5190042
299,17,5,rz,circular,102,2800,91,6,4,4,2,834.0270293
300,14,6,rx,circular,98,3400,91,5,5,5,2,840.5548272
301,13,5,rz,circular,78,4000,71,6,5,7,2,850.8324724
302,11,5,ry,circular,66,2400,61,9,4,7,2,853.4709945
303,23,3,rz,circular,92,1500,73,8,4,4,2,855.3285114
304,15,5,"rx, ry, rz",circular,270,3900,93,5,4,6,2,857.0388028
305,16,5,rx,circular,96,2600,86,4,4,6,2,859.0730618
306,10,5,"rx, rz",circular,120,1200,62,5,7,4,2,861.0252249
307,11,7,"rz, rx",circular,176,1000,93,9,6,7,2,861.0755796
308,15,6,ry,circular,105,4900,97,9,6,5,2,862.2483655
309,14,6,rz,circular,98,4500,91,5,7,6,2,867.0414493
310,12,6,"rz, ry",circular,168,4900,86,7,6,4,2,868.8659465
311,22,4,rx,circular,110,1400,93,4,4,6,2,868.9546419
312,17,5,"rz, ry",circular,204,3500,97,5,7,7,2,869.3278429
313,13,7,rz,circular,104,2800,99,4,5,4,2,869.7051953
314,12,5,"rz, ry",circular,144,2000,72,6,5,6,2,871.3937114
315,18,5,rx,circular,108,1500,96,9,6,4,2,884.8479521
316,11,5,"ry, rz, rx",circular,198,2100,73,9,5,5,2,885.0457934
317,11,5,rx,circular,66,1600,61,6,5,7,2,888.4164311
318,17,3,rx,circular,68,4200,55,6,4,6,2,890.5105501
319,12,7,rx,circular,96,1000,92,8,7,5,2,891.096986
320,10,8,rx,circular,90,2400,89,9,5,7,2,891.5828674
321,10,6,rx,circular,70,3700,67,7,7,7,2,893.4391094
322,12,3,"rz, ry",circular,96,3300,44,6,7,7,2,893.4744048
323,13,6,"ry, rx",circular,182,2500,92,6,6,6,2,897.9176897
324,15,4,"rz, ry",circular,150,1400,70,9,6,5,2,902.8767301
325,16,5,"rz, ry, rx",circular,288,1800,98,5,5,5,2,905.637771
326,10,7,"rx, ry, rz",circular,240,1700,94,5,6,7,2,906.4804165
327,15,5,"ry, rz, rx",circular,270,4700,93,5,6,4,2,908.5364743
328,12,6,"ry, rx, rz",circular,252,4400,93,7,4,7,2,909.1715791
329,11,7,"rx, ry",circular,176,2700,93,9,7,7,2,911.0657888
330,12,6,ry,circular,84,1300,79,9,7,6,2,911.210806
331,24,3,rz,circular,96,2500,76,8,5,4,2,915.3939387
332,18,5,ry,circular,108,4700,96,4,6,5,2,916.0687239
333,16,5,"rx, rz",circular,192,4300,92,8,5,5,2,919.5762456
334,10,6,"ry, rx, rz",circular,210,4600,81,6,7,7,2,919.9891293
335,22,4,"ry, rz",circular,220,1600,98,6,4,7,2,920.7946941
336,12,5,"ry, rz",circular,144,2800,72,5,6,4,2,922.4509793
337,22,4,ry,circular,110,1400,93,5,4,4,2,923.4115751
338,10,6,"ry, rz, rx",circular,210,4600,81,4,6,5,2,928.0536851
339,15,5,ry,circular,90,3600,81,8,6,7,2,929.1147751
340,10,5,ry,circular,60,1700,56,7,7,4,2,937.4421249
341,10,6,ry,circular,70,1600,67,6,7,6,2,939.2496827
342,12,6,ry,circular,84,2800,79,5,4,4,2,942.9120531
343,10,5,"ry, rx, rz",circular,180,4000,68,4,5,7,2,942.9294242
344,17,5,"ry, rz",circular,204,1500,97,4,5,4,2,943.8358745
345,14,5,"rz, rx, ry",circular,252,4300,88,4,4,7,2,945.7678351
346,16,3,"rx, ry, rz",circular,192,4700,60,6,5,6,2,946.2033885
347,14,6,rz,circular,98,2300,91,8,4,5,2,946.3111352
348,10,6,"rx, rz",circular,140,2500,74,6,7,5,2,947.4142827
349,12,4,"rx, ry",circular,120,2200,58,7,7,4,2,948.305064
350,16,5,"rz, rx, ry",circular,288,3400,98,6,5,7,2,950.6900468
351,10,7,"rx, rz, ry",circular,240,3000,94,6,4,4,2,952.654359
352,10,8,"rx, ry",circular,180,1800,98,6,4,7,2,953.8196858
353,11,7,"rx, rz",circular,176,4800,93,7,7,4,2,956.1688578
354,12,7,rx,circular,96,4500,92,8,5,4,2,957.0786211
355,11,7,"rz, ry",circular,176,4100,93,6,5,5,2,963.5962792
356,11,7,rz,circular,88,3600,85,9,7,5,2,965.6676068
357,14,6,ry,circular,98,4200,91,4,4,7,2,967.5228027
358,16,5,"rx, ry",circular,192,4400,92,4,7,7,2,971.0777214
359,11,6,"ry, rx, rz",circular,231,3700,87,6,7,4,2,975.8661008
360,12,6,"rz, rx",circular,168,1000,86,9,4,4,2,979.7347089
361,14,5,"rz, ry",circular,168,4700,82,5,4,5,2,981.9233067
362,13,5,rz,circular,78,2200,71,4,7,6,2,987.4416101
363,17,4,rz,circular,85,3800,73,5,5,5,2,989.4975167
364,12,6,ry,circular,84,3000,79,9,7,5,2,990.4604569
365,11,6,rz,circular,77,1900,73,9,4,5,2,991.5962172
366,13,5,"rz, ry",circular,156,2300,77,9,7,7,2,991.7505242
367,12,3,rz,circular,48,2300,40,7,4,5,2,992.4016139
368,15,5,"rz, rx",circular,180,3400,87,7,4,6,2,993.6488131
369,10,7,"rx, rz, ry",circular,240,4000,94,7,4,6,2,1005.978232
370,10,5,"rx, ry, rz",circular,180,3700,68,6,5,7,2,1007.276934
371,13,5,"ry, rz",circular,156,4500,77,8,6,4,2,1009.873247
372,15,5,"rz, ry",circular,180,1100,87,4,5,7,2,1014.159264
373,16,5,"rx, ry, rz",circular,288,4300,98,9,5,6,2,1015.514143
374,14,4,ry,circular,70,1600,61,4,6,7,2,1015.937778
375,10,4,rz,circular,50,4500,45,9,7,5,2,1030.121473
376,13,6,ry,circular,91,1000,85,7,7,5,2,1031.778915
377,10,8,"rz, ry",circular,180,4100,98,6,6,6,2,1032.518252
378,13,7,rx,circular,104,4300,99,8,5,6,2,1034.965892
379,14,6,ry,circular,98,2100,91,9,5,6,2,1035.069422
380,13,6,rz,circular,91,4700,85,7,4,5,2,1035.815739
381,11,6,"rz, ry",circular,154,4600,80,8,4,7,2,1037.631262
382,22,3,rz,circular,88,2300,70,4,7,7,2,1038.04607
383,10,7,"ry, rz, rx",circular,240,1500,94,9,5,4,2,1039.410698
384,21,4,rz,circular,105,3400,89,4,4,5,2,1041.268306
385,19,4,"rx, ry, rz",circular,285,1500,91,7,4,6,2,1041.902483
386,10,8,ry,circular,90,2500,89,5,4,7,2,1050.932369
