job_id,num_qubits,layers,rotations,entanglement,param_count,num_shots,depth,req_iterations,cpu_units,mem_bw,priority,arrival_time
263,16,5,rz,circular,96,5000,86,5,5,7,2,1071.464600681686
264,19,4,ry,circular,95,4900,81,4,4,8,2,1071.6769881097682
265,18,4,ry,circular,90,2500,77,2,4,5,2,1084.262926073381
266,16,4,"rx, ry, rz",circular,240,3600,79,5,7,7,2,1085.8571306170686
267,10,7,"rx, rz, ry",circular,240,2200,94,3,4,7,2,1090.3498305112048
268,13,6,"ry, rx",circular,182,3800,92,5,5,6,2,1092.1916633841347
269,23,3,"ry, rz, rx",circular,276,1800,81,5,3,8,2,1096.5188217356688
270,10,5,ry,circular,60,3200,56,3,5,8,2,1106.7248525221135
271,10,6,"rz, rx, ry",circular,210,1900,81,3,4,6,2,1111.9304211610706
272,13,5,"rx, rz",circular,156,3600,77,2,5,5,2,1113.0295537286104
273,13,6,rx,circular,91,2500,85,4,7,5,2,1119.7161827238967
274,16,5,ry,circular,96,1400,86,3,7,5,2,1124.3105137686127
275,12,3,"rz, rx, ry",circular,144,1700,48,2,3,9,2,1127.7387093258515
276,15,4,"rz, ry, rx",circular,225,1900,75,3,6,7,2,1135.1475579518496
277,12,5,"rx, ry, rz",circular,216,3800,78,3,4,7,2,1136.8176559566632
278,17,5,"rz, rx",circular,204,4200,97,5,4,8,2,1141.949798235274
279,10,5,"rz, ry",circular,120,1100,62,3,5,7,2,1144.9853597698045
280,13,6,"ry, rz, rx",circular,273,3100,99,4,3,6,2,1152.4686657455318
281,13,4,"rx, ry",circular,130,3900,62,3,7,9,2,1155.842097191364
282,14,5,"ry, rz, rx",circular,252,4800,88,2,3,5,2,1156.9299275868027
283,10,8,"rz, rx",circular,180,1900,98,3,3,7,2,1168.7881218885652
284,17,5,"ry, rx",circular,204,3600,97,4,5,8,2,1172.4181035323852
285,10,6,"rx, rz, ry",circular,210,1400,81,5,3,5,2,1173.8865985996035
286,13,5,"rz, rx",circular,156,4800,77,3,3,5,2,1182.6245639171727
287,10,5,ry,circular,60,2900,56,2,7,6,2,1187.035177630961
288,16,4,"rx, ry, rz",circular,240,2700,79,3,6,5,2,1193.2504922724358
289,15,5,rx,circular,90,4500,81,2,3,7,2,1196.6502394373963
290,13,4,rx,circular,65,5000,57,5,3,5,2,1196.9913971374592
291,12,6,rx,circular,84,3000,79,2,5,9,2,1199.7317319028396
292,18,3,"rz, rx",circular,144,2300,62,4,7,5,2,1202.6121680573656
293,12,7,rz,circular,96,3900,92,5,6,7,2,1203.772374239451
294,17,4,ry,circular,85,1400,73,5,5,8,2,1204.1067982906475
295,10,6,rx,circular,70,3600,67,2,7,7,2,1208.0273640103808
296,11,6,rx,circular,77,4800,73,5,3,7,2,1219.5252513793387
297,11,5,"ry, rz, rx",circular,198,3100,73,2,4,7,2,1223.6756452063837
298,13,5,"ry, rx",circular,156,4800,77,4,5,5,2,1229.3821217556133
299,17,5,rz,circular,102,2800,91,2,5,6,2,1233.0863402136035
300,14,6,rx,circular,98,3400,91,4,6,6,2,1234.58587774716
301,13,5,rz,circular,78,4000,71,3,5,8,2,1235.6842824966927
302,11,5,ry,circular,66,2400,61,3,6,5,2,1237.3204949163523
303,23,3,rz,circular,92,1500,73,3,7,6,2,1242.3892016466898
304,15,5,"rx, ry, rz",circular,270,3900,93,2,5,8,2,1242.4930644727208
305,16,5,rx,circular,96,2600,86,4,3,9,2,1242.8705438875743
306,10,5,"rx, rz",circular,120,1200,62,4,6,8,2,1260.0980257002554
307,11,7,"rz, rx",circular,176,1000,93,3,4,6,2,1261.561633706182
308,15,6,ry,circular,105,4900,97,3,4,5,2,1264.0640559654628
309,14,6,rz,circular,98,4500,91,3,7,6,2,1276.9262718801106
310,12,6,"rz, ry",circular,168,4900,86,4,6,6,2,1290.7612970342589
311,22,4,rx,circular,110,1400,93,3,4,9,2,1292.0533446614545
312,17,5,"rz, ry",circular,204,3500,97,2,5,5,2,1294.1048367567898
313,13,7,rz,circular,104,2800,99,4,6,7,2,1296.2519347737937
314,12,5,"rz, ry",circular,144,2000,72,4,3,5,2,1297.9258814826412
315,18,5,rx,circular,108,1500,96,4,7,7,2,1304.428626583048
316,11,5,"ry, rz, rx",circular,198,2100,73,3,6,6,2,1310.9105984382945
317,11,5,rx,circular,66,1600,61,4,5,9,2,1316.6729775037509
318,17,3,rx,circular,68,4200,55,3,6,5,2,1316.8388173811275
319,12,7,rx,circular,96,1000,92,5,6,9,2,1318.3254862229448
320,10,8,rx,circular,90,2400,89,5,4,8,2,1322.6899886428264
321,10,6,rx,circular,70,3700,67,2,6,5,2,1329.3838682504947
322,12,3,"rz, ry",circular,96,3300,44,5,3,6,2,1330.682829080212
323,13,6,"ry, rx",circular,182,2500,92,3,6,8,2,1334.008586718089
324,15,4,"rz, ry",circular,150,1400,70,4,5,8,2,1339.9194419121222
325,16,5,"rz, ry, rx",circular,288,1800,98,5,7,8,2,1341.266142350289
326,10,7,"rx, ry, rz",circular,240,1700,94,2,4,9,2,1344.7310912631046
327,15,5,"ry, rz, rx",circular,270,4700,93,5,5,8,2,1350.133951876791
328,12,6,"ry, rx, rz",circular,252,4400,93,5,7,7,2,1354.4625366399584
329,11,7,"rx, ry",circular,176,2700,93,4,4,9,2,1357.3194217969108
330,12,6,ry,circular,84,1300,79,2,7,7,2,1365.3725150607356
331,24,3,rz,circular,96,2500,76,4,7,7,2,1371.5648885944395
332,18,5,ry,circular,108,4700,96,5,4,7,2,1371.7344671297733
333,16,5,"rx, rz",circular,192,4300,92,4,7,8,2,1381.7501416758641
334,10,6,"ry, rx, rz",circular,210,4600,81,4,7,5,2,1384.740610568031
335,22,4,"ry, rz",circular,220,1600,98,3,5,8,2,1388.5055817401053
336,12,5,"ry, rz",circular,144,2800,72,5,7,8,2,1390.9541584750718
337,22,4,ry,circular,110,1400,93,3,4,5,2,1391.9268717059513
338,10,6,"ry, rz, rx",circular,210,4600,81,5,7,8,2,1393.0389564097575
339,15,5,ry,circular,90,3600,81,4,6,8,2,1397.4123311382982
340,10,5,ry,circular,60,1700,56,3,6,6,2,1403.7068008217389
341,10,6,ry,circular,70,1600,67,4,3,7,2,1404.4035176249342
342,12,6,ry,circular,84,2800,79,5,5,5,2,1405.8841655844992
343,10,5,"ry, rx, rz",circular,180,4000,68,4,4,8,2,1410.0814672467914
344,17,5,"ry, rz",circular,204,1500,97,3,7,5,2,1412.587399067286
345,14,5,"rz, rx, ry",circular,252,4300,88,2,5,7,2,1414.255140790886
346,16,3,"rx, ry, rz",circular,192,4700,60,5,5,7,2,1414.7327760552016
347,14,6,rz,circular,98,2300,91,5,7,6,2,1417.106786965169
348,10,6,"rx, rz",circular,140,2500,74,5,3,7,2,1425.1485915631017
349,12,4,"rx, ry",circular,120,2200,58,4,6,8,2,1434.0813839487287
350,16,5,"rz, rx, ry",circular,288,3400,98,3,3,8,2,1436.5530798055972
351,10,7,"rx, rz, ry",circular,240,3000,94,3,4,8,2,1437.7499894166233
352,10,8,"rx, ry",circular,180,1800,98,3,5,5,2,1445.7459386398853
353,11,7,"rx, rz",circular,176,4800,93,4,4,5,2,1448.488893769444
354,12,7,rx,circular,96,4500,92,2,3,7,2,1449.2917234927668
355,11,7,"rz, ry",circular,176,4100,93,5,6,5,2,1450.2474859290862
356,11,7,rz,circular,88,3600,85,5,3,8,2,1462.2146235012403
357,14,6,ry,circular,98,4200,91,5,3,5,2,1462.8445918003015
358,16,5,"rx, ry",circular,192,4400,92,4,3,6,2,1478.7495513176739
359,11,6,"ry, rx, rz",circular,231,3700,87,3,7,5,2,1480.5218947714434
360,12,6,"rz, rx",circular,168,1000,86,3,6,9,2,1482.520951923589
361,14,5,"rz, ry",circular,168,4700,82,2,6,7,2,1486.598678596457
362,13,5,rz,circular,78,2200,71,2,4,5,2,1497.5963456766328
